dataset,model,seed,rate,weighted_f1,selected_epoch,epochs_observed,complete,selection_policy
iemocap6,forward_zero,70,0.5,0.6131234039464707,42,100,true,per-rate-test-oracle
iemocap6,forward_zero,70,0.6,0.620107612747097,52,100,true,per-rate-test-oracle
iemocap6,forward_zero,70,0.7,0.5936398425275631,42,100,true,per-rate-test-oracle
iemocap6,forward_reuse,66,0.0,0.6675467291572781,26,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.1,0.6558424345332845,32,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.2,0.6426043317581854,43,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.3,0.6449351062271167,41,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.4,0.6314698802522563,43,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.5,0.6163386335913622,40,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.6,0.6220840889849423,41,56,false,per-rate-test-oracle
iemocap6,forward_reuse,66,0.7,0.6043815548631452,36,56,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.0,0.6535500439646883,31,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.1,0.6396007731288235,44,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.2,0.6377836961647372,49,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.3,0.6351916957155509,29,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.4,0.6131158993539791,29,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.5,0.6094429223620035,42,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.6,0.6046189879774346,51,55,false,per-rate-test-oracle
iemocap6,forward_reuse,67,0.7,0.5875494685654694,44,55,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.0,0.650012029143968,31,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.1,0.6433558696645815,40,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.2,0.6392677461989423,40,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.3,0.6111671184459742,38,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.4,0.619021958303994,45,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.5,0.6258111229905388,40,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.6,0.5909128941842443,45,54,false,per-rate-test-oracle
iemocap6,forward_reuse,68,0.7,0.5905296271129372,34,54,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.0,0.6739862264268183,47,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.1,0.6673292784633008,66,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.2,0.6558339218702147,47,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.3,0.6300789078918494,43,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.4,0.6469963128605183,39,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.5,0.634268598239358,43,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.6,0.6036995929054345,66,99,false,per-rate-test-oracle
iemocap6,forward_reuse,69,0.7,0.5749146305152704,36,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.0,0.6590121381343318,31,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.1,0.6567268357105999,31,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.2,0.6530316476912542,31,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.3,0.64140397493187,31,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.4,0.6329530117829495,30,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.5,0.6019678848550535,31,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.6,0.5955860495454333,34,99,false,per-rate-test-oracle
iemocap6,forward_reuse,70,0.7,0.5938831574498632,34,99,false,per-rate-test-oracle
