rate,H4_mean,H4_std,V64_mean,V64_std,delta,positive_seed_count
0.0,0.8749975732744025,0.0024885848390675115,0.876294152855571,0.005539649036485159,0.0012965795811684666,3
0.1,0.850062207653682,0.009414521115777785,0.8511740092053719,0.009240098870373104,0.0011118015516898838,5
0.2,0.8290302376360645,0.008578443026398389,0.8297121448848059,0.010410571523040101,0.000681907248741398,3
0.3,0.8153110436838789,0.00342309473747387,0.8169766565552893,0.008451581039142732,0.0016656128714104268,3
0.4,0.7945241862463068,0.016875431433016674,0.7927443238944436,0.019660018224696575,-0.0017798623518632262,3
0.5,0.771162633148301,0.010125948664226763,0.7699973761504385,0.012832415242756166,-0.0011652569978625182,2
0.6,0.7623527555610932,0.0058766611360957,0.7676378975103125,0.012530602628946714,0.005285141949219363,3
0.7,0.7548459086913071,0.024412073137343802,0.7526526388549336,0.019446279821946966,-0.002193269836373468,2
