dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.3,audio,334,1.3802395209580838,1.0,2.0
IEMOCAPFour,0.3,text,315,1.2507936507936508,1.0,2.0
IEMOCAPFour,0.3,visual,343,1.4110787172011663,1.0,2.0
