dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.3,audio,345,11,0.03188405797101449
IEMOCAPFour,0.3,text,323,8,0.02476780185758514
IEMOCAPFour,0.3,visual,355,12,0.03380281690140845
