dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.1,audio,128,1.09375,1.0,1.0
IEMOCAPFour,0.1,text,137,1.1605839416058394,1.0,2.0
IEMOCAPFour,0.1,visual,111,1.1441441441441442,1.0,2.0
