dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.5,audio,597,25,0.04187604690117253
IEMOCAPFour,0.5,text,564,34,0.06028368794326241
IEMOCAPFour,0.5,visual,581,19,0.03270223752151463
