dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.5,audio,572,1.8968531468531469,1.0,4.0
IEMOCAPFour,0.5,text,530,1.7622641509433963,1.0,3.0
IEMOCAPFour,0.5,visual,562,1.8451957295373667,1.0,3.0
