dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
CMUMOSI,0.5,audio,1,1376,0.0005120201018662344,0.020913174823955306,0.11653504151442132,0.02040115472736097,0.09562186654833102,0.9999998833031155,0.9999998864219632,0.9848715340242137,0.9997288854142954,0.9790919345565313,0.979191540892041,0.020501557737588882,0.0428001806139946
CMUMOSI,0.5,audio,2-3,720,0.1246198377921246,0.13379383540660555,0.1548399268494298,0.009173997613187466,0.02104609141178015,0.9833184060123231,0.9833184065090286,0.9793506204254098,0.9694776506059699,0.9494648016161389,0.9484117660257552,0.011222610250115395,0.003441605716943741
CMUMOSI,0.5,audio,4-7,144,0.19658003004992175,0.20685952658661538,0.2438896080582506,0.01027949653669364,0.037030081316414803,0.9721225115160147,0.972122509446409,0.9600816948546304,0.9146883069641061,0.8958059392041631,0.8975176165501276,0.012060880661010742,0.00510009378194809
CMUMOSI,0.5,text,1,1392,0.0016468169164700261,0.021816868423323692,0.11222256389152173,0.020170051492108352,0.0904056953865735,0.9999993091513371,0.9999993076098377,0.9890064293111878,0.9988317079413896,0.9782132919578032,0.9442392404394588,0.020316573791205883,0.03732478432357311
CMUMOSI,0.5,text,2-3,776,0.12455119638098884,0.13682289650548518,0.1532889603584352,0.012271700123296186,0.01646606389855601,0.9879445112550381,0.9879445150955436,0.9856849986406946,0.934903807323618,0.9156065855904952,0.9087808852650455,0.01439090445637703,0.0025628283619880676
CMUMOSI,0.5,text,4-7,88,0.14795085741207004,0.16293435272845355,0.16828848988833753,0.014983495316383514,0.005354137159883976,0.993018195710399,0.9930181936784224,0.9920777922326868,0.8824340579184619,0.864218993620439,0.8645262752066959,0.015235431492328644,0.0011811628937721252
CMUMOSI,0.5,text,8+,8,0.22716426849365234,0.2413938194513321,0.23024925403296947,0.014229550957679749,-0.011144565418362617,0.9918825104832649,0.9918824657797813,0.9946089908480644,0.8008662536740303,0.7843342050909996,0.7875869646668434,0.013532109558582306,-0.006786905229091644
CMUMOSI,0.5,visual,1,1320,0.0009503384354530047,0.021002890894923246,0.22130228125800688,0.020052552451802926,0.20029939065094698,0.9999993742866949,0.9999993734287493,0.9519754283779273,0.9996614044362848,0.9790258515061754,1.0133140712976456,0.02024016994982958,0.08024435117840767
CMUMOSI,0.5,visual,2-3,944,0.24488640309733703,0.25039873482517394,0.31253631753152455,0.005512331726850342,0.06213758289971846,0.9444835532330356,0.9444835524437791,0.9282699765290244,1.008209564296876,0.9873941287524619,0.9981167709802167,0.008179709315299988,0.007479438558220863
CMUMOSI,0.5,visual,4-7,176,0.3166335563979704,0.3223132989369333,0.3494416077367284,0.0056797425389628516,0.02712830841879953,0.9274843990464102,0.9274843924001537,0.9194525842639533,0.9572089226408438,0.9374449415640398,0.9472331211648204,0.009249579161405563,0.005746424198150635
