dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.5,audio,280,1.625,1.0,3.0
CMUMOSI,0.5,text,283,1.6042402826855124,1.0,3.0
CMUMOSI,0.5,visual,305,1.7672131147540984,1.0,3.0
