variant,label,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_protocol
reg-only,baseline reg-only JEPA,69,0.4,0.7801805907389044,0.7766333918050379,0.7789634146341463,0.9907748699188232,0.6220982814943176,56,per-rate-test-oracle
reg-only,baseline reg-only JEPA,69,0.5,0.7631823855602686,0.7586050724637681,0.7621951219512195,1.131632924079895,0.5884790976810627,39,per-rate-test-oracle
reg-only,baseline reg-only JEPA,69,0.6,0.7558863044689896,0.7518275274628443,0.7545731707317073,1.0295920372009277,0.6156666827235516,74,per-rate-test-oracle
reg-only,baseline reg-only JEPA,69,0.7,0.7560975609756098,0.7500547707724108,0.7560975609756098,1.150671124458313,0.5233913203569688,40,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.0,0.8741782340466551,0.870368228262965,0.875,0.9232484698295593,0.7817591382173646,52,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.1,0.8494432944382755,0.8461243202900096,0.8490853658536586,0.9700902104377747,0.7428197197403278,52,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.2,0.8113335637404957,0.8056680161943319,0.8125,0.895714521408081,0.6888467474892049,75,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.3,0.7972063446931563,0.7921315521755807,0.7972560975609756,0.912356972694397,0.6771258705214135,85,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.4,0.780966507469148,0.7760837410399364,0.7804878048780488,0.9679229259490967,0.6414777383023671,84,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.5,0.7506010855119646,0.7415976923472145,0.7545731707317073,1.0457546710968018,0.5955191079658201,59,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.6,0.7512070386640741,0.744733066435578,0.7515243902439024,1.0337550640106201,0.5884780446641604,68,per-rate-test-oracle
reg-only,baseline reg-only JEPA,70,0.7,0.7490721573971258,0.7435405338166827,0.7484756097560976,1.0785465240478516,0.5534092441585311,85,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.0,0.8733805605374345,0.8701488871028902,0.8734756097560976,0.837492048740387,0.7761679039717718,43,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.1,0.8573742342143604,0.8547578669681553,0.8567073170731707,0.9063969850540161,0.7431749084150776,46,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.2,0.8171602091149379,0.8127212515701724,0.8170731707317073,0.932454526424408,0.6954108128687676,64,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.3,0.8086129345275687,0.8047250047250047,0.8079268292682927,0.9639734029769897,0.6627134513816668,47,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.4,0.7904485708620153,0.7862950058072009,0.7896341463414634,0.9788258671760559,0.6307870053113839,42,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.5,0.7547465017702479,0.7488532464598665,0.7545731707317073,1.042780876159668,0.6175093161589623,54,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.6,0.7581968062190484,0.7528663325869851,0.7576219512195121,1.074466586112976,0.5974998205121523,53,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,66,0.7,0.748653247155844,0.7426135755644595,0.7484756097560976,1.062624216079712,0.5760836083148108,47,per-rate-test-oracle
