variant,label,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_protocol
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.0,0.8781624035971685,0.8752650143083958,0.8780487804878049,0.8874952793121338,0.7971402510535427,60,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.1,0.8560576321808865,0.8519158909925747,0.8567073170731707,0.8398293256759644,0.7439282487275053,45,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.2,0.8389432861199355,0.8341068430927224,0.8399390243902439,0.8711250424385071,0.7280310259633213,45,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.3,0.8042912580841918,0.8007492153487901,0.8033536585365854,1.0090211629867554,0.6642683057762812,37,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.4,0.7644379368842216,0.7567703145788047,0.7667682926829268,1.0088917016983032,0.6143087854836788,98,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.5,0.7542597130362941,0.7478651760498656,0.7545731707317073,1.033793330192566,0.599024618361371,98,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.6,0.7639917590136568,0.7584379239155483,0.7637195121951219,0.99732905626297,0.6282085251094185,98,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,67,0.7,0.7559766329928745,0.7498093058733791,0.7560975609756098,1.0659468173980713,0.5791841831182747,50,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.0,0.8696207554304238,0.8657055396464896,0.8704268292682927,0.81781005859375,0.7851416866022667,62,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.1,0.8473250379597463,0.8433140979095808,0.8475609756097561,0.85832279920578,0.7456149977005088,68,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.2,0.8265868089222186,0.8203706420223951,0.8292682926829268,0.8715715408325195,0.7105214473351315,63,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.3,0.8081302327433308,0.8022719435944549,0.8094512195121951,0.9685885310173035,0.6644088801582667,56,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.4,0.7771485988870273,0.7735524730713144,0.7759146341463414,0.9761204719543457,0.6522939386705126,68,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.5,0.7854583892997792,0.778149215965354,0.788109756097561,1.0181918144226074,0.6352494000843508,33,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.6,0.7542597130362941,0.7478651760498656,0.7545731707317073,1.030457854270935,0.5822152470708133,69,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,68,0.7,0.6928504997888927,0.6823862876050752,0.6966463414634146,1.1759995222091675,0.4459023616105159,38,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.0,0.8717530318861868,0.8683838422440477,0.8719512195121951,0.7911137342453003,0.8021976552395857,68,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.1,0.8415388478996132,0.8376917513608162,0.8414634146341463,0.8550344705581665,0.7527008730354985,68,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.2,0.8194212173123459,0.8143158702744195,0.8201219512195121,0.921341061592102,0.7128390389082999,88,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.3,0.8151079667172638,0.8101120773177996,0.8155487804878049,0.875947892665863,0.7127874756065926,69,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.4,0.7830846862561928,0.7761335995643492,0.7850609756097561,0.9912393093109131,0.6320791458621964,64,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.5,0.7651275092556418,0.7591914569031274,0.7652439024390244,1.055430293083191,0.5898141597004725,65,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.6,0.7608397563846518,0.7550929173552736,0.760670731707317,1.039406657218933,0.6122580001232335,65,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,69,0.7,0.765053095635049,0.7613767304763313,0.7637195121951219,1.0411441326141357,0.5856461573929301,69,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.0,0.8727758669803348,0.8690193531315027,0.8734756097560976,0.8717629909515381,0.7634854197065004,47,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.1,0.8494987229354556,0.8462554596782784,0.8490853658536586,0.8560159206390381,0.7435332219365695,42,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.2,0.820764494240104,0.8171234171234172,0.8201219512195121,0.9811282753944397,0.6711047037148021,47,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.3,0.8035952921703884,0.7976479660690187,0.8048780487804879,0.910279393196106,0.6866034106654416,54,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.4,0.7774390243902439,0.7719249783298248,0.7774390243902439,0.9936522841453552,0.6304175198940271,42,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.5,0.7474004558901984,0.7391144090402056,0.75,1.0349968671798706,0.592373736214326,49,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.6,0.7527091090521181,0.7482335046655254,0.7515243902439024,1.0256834030151367,0.6061669202499889,79,per-rate-test-oracle
reg-only-pb,reg-only JEPA + pattern-balanced,70,0.7,0.7456066198486423,0.7394937401167561,0.7454268292682927,1.060688853263855,0.5693673381772865,54,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.0,0.8641559904362123,0.8606211221642114,0.864329268292683,0.9671987891197205,0.7317544375432531,63,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.1,0.8474067543109218,0.8434741111906466,0.8475609756097561,1.0138113498687744,0.6943899207745221,63,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.2,0.8233354852158944,0.819134270747174,0.823170731707317,1.0634632110595703,0.6518400851928582,63,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.3,0.8003581613742212,0.7932525634541949,0.8033536585365854,0.9889193773269653,0.6462447336137606,38,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.4,0.789276566294536,0.7858761480062088,0.788109756097561,1.1355676651000977,0.5896382337921069,32,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.5,0.7528717397734103,0.7453262633496579,0.7545731707317073,1.1561540365219116,0.5647107133507666,63,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.6,0.7417623667373356,0.7347846369149433,0.7423780487804879,1.1754639148712158,0.5310140454731925,63,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,66,0.7,0.7353584929844329,0.7259394445788165,0.739329268292683,1.1080820560455322,0.5297075071946672,50,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.0,0.8631870230189025,0.8588718742068432,0.864329268292683,0.9906406402587891,0.7302565683617244,33,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.1,0.8426340564403474,0.837312663509137,0.8445121951219512,1.0214312076568604,0.6905352166776462,33,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.2,0.8223622392232417,0.818885021532653,0.8216463414634146,1.1095548868179321,0.6839280557347961,51,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.3,0.782645754655363,0.7737992761298997,0.788109756097561,1.0808939933776855,0.6256931117840633,33,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.4,0.7468158822024055,0.735270379338176,0.7560975609756098,1.2065775394439697,0.5367584213649761,71,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.5,0.7444048391892805,0.7351777592378286,0.7484756097560976,1.126825213432312,0.5565272098603821,65,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.6,0.7548942736188314,0.7458586294490923,0.7591463414634146,1.0953974723815918,0.5789881659813737,57,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,67,0.7,0.7319829309269384,0.7207989546387903,0.739329268292683,1.1103873252868652,0.5538221007109304,57,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.0,0.8595447009084887,0.8547595586535772,0.8612804878048781,0.8454397916793823,0.7654962119175871,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.1,0.8424250452488198,0.838009546619485,0.8429878048780488,0.922821581363678,0.7238421654909075,42,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.2,0.8124628197501488,0.8048780487804879,0.8170731707317073,0.9365460276603699,0.6768712800764196,40,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.3,0.7937362086627038,0.790155050429023,0.7926829268292683,1.0151091814041138,0.6571556391889817,38,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.4,0.7797682652151197,0.7736521780802224,0.7804878048780488,1.0507158041000366,0.6061547050451062,42,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.5,0.7583701253997546,0.7532825409741063,0.7576219512195121,1.08002507686615,0.6032839989463706,42,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.6,0.7473865529689453,0.7374288425047439,0.7530487804878049,1.0668354034423828,0.5802790338013964,40,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,68,0.7,0.683310404834053,0.6798961502272882,0.6814024390243902,1.2206552028656006,0.4593587987639053,38,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.0,0.8528985697612015,0.848592091090937,0.8536585365853658,0.8774834871292114,0.7551716855433728,46,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.1,0.8229918350006692,0.8184299689811501,0.823170731707317,0.9348440766334534,0.703922236296885,46,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.2,0.8050907488567073,0.7982031249999999,0.8079268292682927,0.9638413786888123,0.6638917184293205,40,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.3,0.8111517255756113,0.8066607721780135,0.8109756097560976,1.0189950466156006,0.6418486678856508,39,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.4,0.7650064016388196,0.7589501312335958,0.7652439024390244,1.0575203895568848,0.5949866873598834,39,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.5,0.7558863044689896,0.7518275274628443,0.7545731707317073,1.1764092445373535,0.5717365597426102,38,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.6,0.7449626471477102,0.7381988505335102,0.7454268292682927,1.0942513942718506,0.5721005666510354,39,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,69,0.7,0.7589899497159536,0.755218710617656,0.7576219512195121,1.1036913394927979,0.5267557061060809,41,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.0,0.8611033160639923,0.8574890125499239,0.8612804878048781,0.9041669964790344,0.7469757564081053,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.1,0.834171268922326,0.8304334731684876,0.8338414634146342,0.9623947143554688,0.7062844467510258,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.2,0.8025253450499448,0.7968928133407895,0.8033536585365854,1.0122069120407104,0.6550530146844422,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.3,0.7913060294566705,0.7862912718323087,0.7911585365853658,1.035028100013733,0.6487450904683553,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.4,0.7834292617811761,0.7779557589626239,0.7835365853658537,1.0758063793182373,0.594997340070252,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.5,0.7504777615747366,0.7433606866244087,0.7515243902439024,1.0962457656860352,0.5745561972161886,37,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.6,0.7359906037584967,0.7311475409836066,0.7347560975609756,1.0618093013763428,0.5710373626590203,71,per-rate-test-oracle
reg-only-groupdro,reg-only JEPA + GroupDRO,70,0.7,0.7373311620965763,0.7291788888164614,0.739329268292683,1.1412914991378784,0.5360221192399746,37,per-rate-test-oracle
