variant,label,seed,rate,pattern,n,weighted_f1
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,AV,55,0.7423418972332015
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,TV,60,0.9495297805642634
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,ATV,471,0.8678147260621994
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,NO_TEXT,69,0.7526846100759146
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,TEXT_PRESENT,587,0.8700090492941438
no-jepa-pb,no-JEPA + pattern-balanced,66,0.1,ALL,656,0.8576345510825185
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,A,21,0.8577966655769859
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,T,23,0.8247694334650856
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,V,30,0.6833333333333332
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,AT,77,0.8565656565656565
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,AV,93,0.6835369191610425
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,TV,85,0.8927367873092414
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,ATV,327,0.8685980616744449
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,NO_TEXT,144,0.7073863636363636
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,TEXT_PRESENT,512,0.8689439899108171
no-jepa-pb,no-JEPA + pattern-balanced,66,0.2,ALL,656,0.8335384942461103
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,A,47,0.7886130811662727
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,T,41,0.9031392227797876
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,V,41,0.7460466362905387
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,AT,100,0.807692957449055
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,AV,114,0.6471653586521047
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,TV,77,0.8821142830406855
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,ATV,236,0.8561680286521388
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,NO_TEXT,202,0.7014810251235805
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,TEXT_PRESENT,454,0.8543926207814214
no-jepa-pb,no-JEPA + pattern-balanced,66,0.3,ALL,656,0.8081302327433308
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,A,69,0.6418219461697724
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,T,68,0.7912280701754386
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,V,93,0.6989247311827957
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,AT,97,0.9072560066116355
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,AV,90,0.7465465465465466
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,TV,100,0.8671186810787204
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,ATV,139,0.8491669071778027
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,NO_TEXT,252,0.7002662439282159
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,TEXT_PRESENT,404,0.8580875925430382
no-jepa-pb,no-JEPA + pattern-balanced,66,0.4,ALL,656,0.7972063446931563
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,A,99,0.7161242050130939
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,T,120,0.8748858126624974
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,V,118,0.6687855344324959
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,AT,76,0.7781291185087561
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,AV,84,0.6249111293409898
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,TV,89,0.9096996101811512
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,ATV,70,0.8844456191357208
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,NO_TEXT,301,0.6756192395326317
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,TEXT_PRESENT,355,0.8645189820240122
no-jepa-pb,no-JEPA + pattern-balanced,66,0.5,ALL,656,0.7794725077213815
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,A,129,0.6549098367054381
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,T,136,0.8970588235294118
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,V,155,0.6495667073050184
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,AT,61,0.9177578060193311
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,AV,64,0.643687707641196
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,TV,78,0.8436196610527429
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,ATV,33,0.8794612794612795
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,NO_TEXT,348,0.6521181619731694
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,TEXT_PRESENT,308,0.8860754215295256
no-jepa-pb,no-JEPA + pattern-balanced,66,0.6,ALL,656,0.7618270592172044
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,A,161,0.6546943919344675
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,T,189,0.8721952373559265
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,V,170,0.6826627975604957
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,AT,37,0.9447747747747749
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,AV,37,0.6849611760097694
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,TV,46,0.8462800530068781
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,ATV,16,1.0
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,NO_TEXT,368,0.6718269066155057
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,TEXT_PRESENT,288,0.8845151828847481
no-jepa-pb,no-JEPA + pattern-balanced,66,0.7,ALL,656,0.7648805584580094
no-jepa-pb,no-JEPA + pattern-balanced,67,0.0,ATV,656,0.8708238441482316
no-jepa-pb,no-JEPA + pattern-balanced,67,0.0,TEXT_PRESENT,656,0.8708238441482316
no-jepa-pb,no-JEPA + pattern-balanced,67,0.0,ALL,656,0.8708238441482316
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,A,5,0.4499999999999999
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,T,7,0.8507936507936508
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,V,6,0.8380952380952381
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,AT,55,0.8290754844307336
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,AV,59,0.8629624909731958
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,TV,58,0.8614002089864159
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,ATV,466,0.8615966874021557
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,NO_TEXT,70,0.8406369141063018
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,TEXT_PRESENT,586,0.8586198134023089
no-jepa-pb,no-JEPA + pattern-balanced,67,0.1,ALL,656,0.856699164521801
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,A,18,0.625
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,T,14,0.8571428571428571
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,V,24,0.6175438596491227
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,AT,75,0.933357053904999
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,AV,92,0.7038501928790429
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,TV,81,0.8738095238095238
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,ATV,352,0.8664243110890552
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,NO_TEXT,134,0.6928184006803648
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,TEXT_PRESENT,522,0.8775437051299121
no-jepa-pb,no-JEPA + pattern-balanced,67,0.2,ALL,656,0.8395484497038836
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,A,45,0.6687931951089846
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,T,56,0.8226049313005834
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,V,50,0.6210852713178293
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,AT,95,0.926163356903925
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,AV,99,0.6546112115732369
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,TV,89,0.876562524692236
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,ATV,222,0.8339039319431476
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,NO_TEXT,194,0.6490449323538353
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,TEXT_PRESENT,462,0.8596428834717151
no-jepa-pb,no-JEPA + pattern-balanced,67,0.3,ALL,656,0.7983571068172738
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,A,75,0.6784750733137831
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,T,88,0.8978203083466241
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,V,90,0.5368773946360152
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,AT,86,0.754825049445202
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,AV,89,0.6861417245196596
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,TV,81,0.8534580498866213
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,ATV,147,0.8300431646996818
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,NO_TEXT,254,0.6323815753062817
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,TEXT_PRESENT,402,0.8336775130947162
no-jepa-pb,no-JEPA + pattern-balanced,67,0.4,ALL,656,0.7575629387728232
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,A,121,0.6215627347858753
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,T,105,0.8188819875776397
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,V,119,0.7209477197472395
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,AT,77,0.8829163631016436
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,AV,80,0.5580484330484331
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,TV,78,0.8847492192976865
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,ATV,76,0.8434321096859797
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,NO_TEXT,320,0.6456667917802903
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,TEXT_PRESENT,336,0.8543952025742284
no-jepa-pb,no-JEPA + pattern-balanced,67,0.5,ALL,656,0.7530487804878048
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,A,139,0.6603503907837185
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,T,149,0.8322601840679346
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,V,147,0.6265449786319726
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,AT,67,0.9104477611940298
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,AV,64,0.703052503052503
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,TV,58,0.8474592490988548
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,ATV,32,0.7560728744939271
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,NO_TEXT,350,0.6658561824209188
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,TEXT_PRESENT,306,0.8435708581363699
no-jepa-pb,no-JEPA + pattern-balanced,67,0.6,ALL,656,0.7504777615747366
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,A,164,0.7373479470253664
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,T,163,0.8459074944152668
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,V,177,0.6641220543938059
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,AT,44,0.9083139083139083
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,AV,52,0.606508875739645
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,TV,38,0.7606542784021364
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,ATV,18,0.8888888888888888
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,NO_TEXT,393,0.6882322689746175
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,TEXT_PRESENT,263,0.8478607081820624
no-jepa-pb,no-JEPA + pattern-balanced,67,0.7,ALL,656,0.7522105701507199
no-jepa-pb,no-JEPA + pattern-balanced,68,0.0,ATV,656,0.8684727139479187
no-jepa-pb,no-JEPA + pattern-balanced,68,0.0,TEXT_PRESENT,656,0.8684727139479187
no-jepa-pb,no-JEPA + pattern-balanced,68,0.0,ALL,656,0.8684727139479187
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,A,4,1.0
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,T,8,0.873015873015873
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,V,3,0.5333333333333333
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,AT,47,0.8932202549223826
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,AV,53,0.6490414183212481
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,TV,71,0.8869150386188097
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,ATV,470,0.8547379478779578
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,NO_TEXT,60,0.6666666666666666
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,TEXT_PRESENT,596,0.8620400218819878
no-jepa-pb,no-JEPA + pattern-balanced,68,0.1,ALL,656,0.8460340979344729
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,A,23,0.6242236024844721
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,T,19,0.7894736842105263
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,V,29,0.5613644790507972
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,AT,79,0.873703921761031
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,AV,86,0.7569216015344041
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,TV,94,0.8302572186701394
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,ATV,326,0.8654672194675558
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,NO_TEXT,138,0.6985382308845578
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,TEXT_PRESENT,518,0.8575806590752243
no-jepa-pb,no-JEPA + pattern-balanced,68,0.2,ALL,656,0.8239048508012253
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,A,47,0.636318654131618
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,T,59,0.8318390239908295
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,V,41,0.6863963229297947
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,AT,93,0.8828478417114107
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,AV,92,0.7314853899910886
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,TV,97,0.8455958131774799
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,ATV,227,0.8583856182975125
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,NO_TEXT,180,0.6962514471666823
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,TEXT_PRESENT,476,0.8571428571428571
no-jepa-pb,no-JEPA + pattern-balanced,68,0.3,ALL,656,0.812872165848129
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,A,85,0.6678492239467849
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,T,64,0.8414039039039038
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,V,65,0.6282935455349249
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,AT,92,0.8657608695652173
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,AV,89,0.5914073972883439
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,TV,104,0.9309729473945926
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,ATV,157,0.8710597733031984
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,NO_TEXT,239,0.6315928882013058
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,TEXT_PRESENT,417,0.8802212950256364
no-jepa-pb,no-JEPA + pattern-balanced,68,0.4,ALL,656,0.7912087418474955
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,A,109,0.7062737466407192
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,T,116,0.860087062182217
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,V,98,0.66548553487329
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,AT,88,0.8629227914942201
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,AV,83,0.7207950089314044
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,TV,86,0.8480214698755635
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,ATV,76,0.8564364884468422
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,NO_TEXT,290,0.6967537920537448
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,TEXT_PRESENT,366,0.8572106420375184
no-jepa-pb,no-JEPA + pattern-balanced,68,0.5,ALL,656,0.7874115936281315
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,A,150,0.7208920539730135
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,T,140,0.8361781552294412
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,V,150,0.5942766646009777
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,AT,70,0.856909430438842
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,AV,44,0.7254180602006689
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,TV,64,0.9209993773349938
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,ATV,38,0.9735104452253157
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,NO_TEXT,344,0.6715279430620282
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,TEXT_PRESENT,312,0.874798979073073
no-jepa-pb,no-JEPA + pattern-balanced,68,0.6,ALL,656,0.7712660340230857
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,A,177,0.6381410755815631
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,T,131,0.898755812933228
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,V,195,0.6256410256410257
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,AT,44,0.8856749311294766
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,AV,45,0.6465608465608467
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,TV,42,0.7868601986249045
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,ATV,22,0.8166666666666665
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,NO_TEXT,417,0.6332749896928075
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,TEXT_PRESENT,239,0.8688327140907006
no-jepa-pb,no-JEPA + pattern-balanced,68,0.7,ALL,656,0.7210354968021436
no-jepa-pb,no-JEPA + pattern-balanced,69,0.0,ATV,656,0.8735649667511216
no-jepa-pb,no-JEPA + pattern-balanced,69,0.0,TEXT_PRESENT,656,0.8735649667511216
no-jepa-pb,no-JEPA + pattern-balanced,69,0.0,ALL,656,0.8735649667511216
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,A,8,0.75
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,T,6,0.6666666666666666
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,V,7,0.6233766233766234
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,AT,48,0.8045081967213115
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,AV,56,0.6465201465201466
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,TV,49,0.8576318845895226
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,ATV,482,0.8710240809253544
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,NO_TEXT,71,0.6556529292150698
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,TEXT_PRESENT,585,0.8626101555768401
no-jepa-pb,no-JEPA + pattern-balanced,69,0.1,ALL,656,0.8396471733563448
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,A,29,0.5795241913926759
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,T,23,0.8685481820493264
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,V,24,0.615079365079365
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,AT,90,0.8558699270259891
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,AV,83,0.6632390025217149
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,TV,77,0.856168554378273
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,ATV,330,0.862514688601645
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,NO_TEXT,136,0.6481388621022179
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,TEXT_PRESENT,520,0.8608100407391808
no-jepa-pb,no-JEPA + pattern-balanced,69,0.2,ALL,656,0.8165827878407462
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,A,49,0.673469387755102
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,T,45,0.9336796536796537
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,V,45,0.7775581906016688
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,AT,101,0.8391133230970156
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,AV,91,0.7063596352031895
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,TV,96,0.8009526343303088
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,ATV,229,0.8854414194758873
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,NO_TEXT,185,0.7144474963093259
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,TEXT_PRESENT,471,0.8629057630358714
no-jepa-pb,no-JEPA + pattern-balanced,69,0.3,ALL,656,0.820895080394136
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,A,89,0.551396902520498
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,T,77,0.8574917146345719
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,V,74,0.5767281704781705
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,AT,85,0.881344537815126
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,AV,96,0.7004741616272678
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,TV,92,0.8999900164728198
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,ATV,143,0.8873367596259162
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,NO_TEXT,259,0.6278052312475669
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,TEXT_PRESENT,397,0.8831898521612516
no-jepa-pb,no-JEPA + pattern-balanced,69,0.4,ALL,656,0.7823562684792666
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,A,120,0.7118095238095239
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,T,126,0.8738126361655773
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,V,122,0.6270412326342896
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,AT,63,0.8042443064182195
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,AV,74,0.6623472787856349
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,TV,83,0.8404248999584173
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,ATV,68,0.8529411764705883
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,NO_TEXT,316,0.6684198895949035
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,TEXT_PRESENT,340,0.848874744260059
no-jepa-pb,no-JEPA + pattern-balanced,69,0.5,ALL,656,0.7619083633039142
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,A,144,0.6659424583580223
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,T,156,0.8710260254488141
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,V,146,0.6930267737957264
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,AT,63,0.8394548394548395
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,AV,46,0.5652173913043478
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,TV,54,0.8319191919191918
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,ATV,47,0.911393570968039
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,NO_TEXT,336,0.6641188882249259
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,TEXT_PRESENT,320,0.8640106668441913
no-jepa-pb,no-JEPA + pattern-balanced,69,0.6,ALL,656,0.7612687279722538
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,A,149,0.5822863205684958
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,T,187,0.8716577540106952
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,V,166,0.7210073059699204
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,AT,43,0.928759462592921
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,AV,45,0.7091099015888724
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,TV,52,0.8846153846153846
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,ATV,14,1.0
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,NO_TEXT,360,0.6631334659467651
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,TEXT_PRESENT,296,0.8883700302619222
no-jepa-pb,no-JEPA + pattern-balanced,69,0.7,ALL,656,0.7642799054336636
no-jepa-pb,no-JEPA + pattern-balanced,70,0.0,ATV,656,0.8726885023614727
no-jepa-pb,no-JEPA + pattern-balanced,70,0.0,TEXT_PRESENT,656,0.8726885023614727
no-jepa-pb,no-JEPA + pattern-balanced,70,0.0,ALL,656,0.8726885023614727
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,A,7,0.7142857142857144
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,T,5,0.888888888888889
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,V,6,0.6666666666666666
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,AT,54,0.8697569065242893
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,AV,54,0.5942714692714693
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,TV,63,0.9202929219088659
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,ATV,467,0.8693348417152004
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,NO_TEXT,67,0.6134994669509595
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,TEXT_PRESENT,589,0.8742188971682565
no-jepa-pb,no-JEPA + pattern-balanced,70,0.1,ALL,656,0.8476335075957818
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,A,24,0.830952380952381
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,T,24,0.8333333333333334
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,V,27,0.5592592592592593
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,AT,80,0.85
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,AV,90,0.6989988876529477
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,TV,71,0.8575602163706878
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,ATV,340,0.8493463492092135
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,NO_TEXT,141,0.6942371646914546
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,TEXT_PRESENT,515,0.8499468063685138
no-jepa-pb,no-JEPA + pattern-balanced,70,0.2,ALL,656,0.8172436053957528
no-jepa-pb,no-JEPA + pattern-balanced,70,0.3,A,42,0.6878063473808156
