dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.7,audio,362,2.2596685082872927,2.0,4.0
CMUMOSI,0.7,text,331,2.093655589123867,2.0,4.0
CMUMOSI,0.7,visual,384,2.3984375,2.0,5.0
