dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
CMUMOSI,0.7,audio,1,1208,0.0006228140634827667,0.02160349508920154,0.12356495216414826,0.02098068101670815,0.1019614571551268,0.999999874771036,0.9999998742776202,0.9838270515277489,0.9996599681823459,0.9784020515565841,0.9768452210142123,0.021045447327196598,0.04865584708750248
CMUMOSI,0.7,audio,2-3,1208,0.1349191417815842,0.1434750413176733,0.17577290419328784,0.008555899536089095,0.03229786283860834,0.9831279326316635,0.9831279352899419,0.9752320525427627,0.9685798028348297,0.9479844795650993,0.9456382621301721,0.010187551379203796,0.0038471054285764694
CMUMOSI,0.7,audio,4-7,432,0.22400439860023283,0.23144318341036085,0.24228518037125468,0.007438784810128035,0.010841996909153682,0.9626168121143969,0.9626168120799035,0.9557101799873635,0.9198100584800597,0.9002521963859046,0.8941574405740809,0.008776679635047913,0.0013404302299022675
CMUMOSI,0.7,audio,8+,48,0.29919604553530615,0.31014052126556635,0.3190603998179237,0.010944475730260214,0.008919878552357355,0.9523796942085028,0.9523796836535136,0.9471553123245636,0.7918541977802912,0.7750269938260317,0.7645347577830156,0.012020647525787354,-0.0015900731086730957
CMUMOSI,0.7,text,1,1264,0.001685552421194292,0.022415317872044028,0.10944404989581177,0.020729765449237974,0.08702873213428862,0.9999992976648898,0.9999992968632451,0.9903967881315872,0.998855605910096,0.977614779166783,0.9486594395122573,0.020744861103594303,0.04299516975879669
CMUMOSI,0.7,text,2-3,1024,0.13423667438746634,0.14597062010398076,0.16746888727720943,0.011733945716514427,0.02149826722597936,0.9866317421547137,0.9866317406995222,0.9831637304741889,0.9372102282359265,0.917283620685339,0.9103488352557179,0.013255439698696136,0.0028774775564670563
CMUMOSI,0.7,text,4-7,320,0.19970767915947363,0.21087751160375773,0.21696078937966376,0.01116983244428411,0.006083277845755219,0.9785809218883514,0.9785809198394417,0.9765390794724226,0.8931995974853635,0.8742099308408797,0.8741596760228276,0.012728661298751831,0.0003730356693267822
CMUMOSI,0.7,text,8+,40,0.22610123306512833,0.23750110119581222,0.23941998966038228,0.011399868130683898,0.0019188884645700455,0.9818542048335075,0.9818541914224624,0.9815016686916351,0.8594687700271606,0.8411958456039429,0.8412760764360427,0.013636328279972076,0.001125134527683258
CMUMOSI,0.7,visual,1,1232,0.0010311468929676147,0.02170147999740121,0.17664719729339584,0.02067033310463144,0.15494571709188984,0.9999994493343614,0.9999994480764711,0.9657224312835893,0.9995791672112105,0.9783229647905796,1.002694258248651,0.020771976560354233,0.050294432789087296
CMUMOSI,0.7,visual,2-3,1200,0.2187383535100768,0.22464499057581028,0.2807362353553375,0.005906637065733473,0.05609124468639493,0.9545361441249649,0.9545361477136612,0.939315144692858,1.0093293681244055,0.9878613135715326,1.0030713020265103,0.007736478000879288,0.004520641639828682
CMUMOSI,0.7,visual,4-7,608,0.3104067885096332,0.3146367243638164,0.3328782208018789,0.004229935854183216,0.018241496830198326,0.9335176305061108,0.9335176308247212,0.9268088275689239,0.9774646685507736,0.9566735729183021,0.9695132087524,0.005681045353412628,0.0005131252110004425
CMUMOSI,0.7,visual,8+,32,0.3286731638945639,0.3333816477097571,0.3950748457573354,0.004708483815193176,0.061693201307207346,0.9365761931985617,0.9365761894732714,0.90766348131001,0.9373024627566338,0.9173514880239964,0.9395271874964237,0.004920870065689087,-0.0008277148008346558
