dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.5,audio,534,1.647940074906367,1.0,3.0
IEMOCAPFour,0.5,text,545,1.801834862385321,1.0,3.0
IEMOCAPFour,0.5,visual,533,1.7692307692307692,1.0,3.0
