dataset,rate,mode,section,modality,metric,n_seeds,mean,sample_std
mosi,0.3,fixed0.4,task,,correlation,5,0.6825129386646492,0.01293721494964937
mosi,0.3,fixed0.4,task,,macro_f1,5,0.7987400433866726,0.011831483701284926
mosi,0.3,fixed0.4,task,,mae,5,0.9319695353507995,0.017119713935332966
mosi,0.3,fixed0.4,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,fixed0.4,task,,prediction_std,5,1.0986299753189086,0.14403684425659097
mosi,0.3,fixed0.4,task,,weighted_f1,5,0.8041835078294787,0.011824123785002204
mosi,0.3,fixed0.6,current_observed_write_fit,audio,err_after,5,0.08844433493034198,0.006852399301956131
mosi,0.3,fixed0.6,current_observed_write_fit,text,err_after,5,0.29588467256592943,0.014957534805142553
mosi,0.3,fixed0.6,current_observed_write_fit,visual,err_after,5,0.13953087448821858,0.013327101995498997
mosi,0.3,fixed0.6,retention,audio,err_decay,5,0.12668028576431328,0.02047368257572007
mosi,0.3,fixed0.6,retention,text,err_decay,5,0.31870874854204967,0.012472570316742825
mosi,0.3,fixed0.6,retention,visual,err_decay,5,0.1719879284319649,0.008966556575281328
mosi,0.3,fixed0.6,task,,accuracy,5,0.8030487804878049,0.009171712778348365
mosi,0.3,fixed0.6,task,,correlation,5,0.6813868701649323,0.012805806350052995
mosi,0.3,fixed0.6,task,,macro_f1,5,0.7967482002502287,0.009023358776750331
mosi,0.3,fixed0.6,task,,mae,5,0.9330005407333374,0.018044831823993322
mosi,0.3,fixed0.6,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,fixed0.6,task,,prediction_std,5,1.0986012935638427,0.14465722933159783
mosi,0.3,fixed0.6,task,,weighted_f1,5,0.802291984915755,0.008959582366785405
mosi,0.3,fixed0.8,current_observed_write_fit,audio,err_after,5,0.04199353977485465,0.004207920698220078
mosi,0.3,fixed0.8,current_observed_write_fit,text,err_after,5,0.15268281599104644,0.008449521037921657
mosi,0.3,fixed0.8,current_observed_write_fit,visual,err_after,5,0.07038667176175942,0.007141492328476015
mosi,0.3,fixed0.8,retention,audio,err_decay,5,0.09256801951897564,0.02245420570181934
mosi,0.3,fixed0.8,retention,text,err_decay,5,0.18320979278259325,0.008949227908321642
mosi,0.3,fixed0.8,retention,visual,err_decay,5,0.1162268529577398,0.0060394633489588906
mosi,0.3,fixed0.8,task,,accuracy,5,0.801219512195122,0.00967717698055114
mosi,0.3,fixed0.8,task,,correlation,5,0.6794268874768185,0.012500630576048723
mosi,0.3,fixed0.8,task,,macro_f1,5,0.7950653797251193,0.00963101185602024
mosi,0.3,fixed0.8,task,,mae,5,0.9346964597702027,0.018554681426996525
mosi,0.3,fixed0.8,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,fixed0.8,task,,prediction_std,5,1.0986332774162293,0.14512486629349955
mosi,0.3,fixed0.8,task,,weighted_f1,5,0.8005596007710071,0.009495750801781552
mosi,0.3,fixed0.9,current_observed_write_fit,audio,err_after,5,0.021225128461030224,0.0023297263339480917
mosi,0.3,fixed0.9,current_observed_write_fit,text,err_after,5,0.07882848544291601,0.004547647363840211
mosi,0.3,fixed0.9,current_observed_write_fit,visual,err_after,5,0.036283892286344994,0.0037205077067748974
mosi,0.3,fixed0.9,retention,audio,err_decay,5,0.0811780112732034,0.02406653239058716
mosi,0.3,fixed0.9,retention,text,err_decay,5,0.11593841083260935,0.008482929082018842
mosi,0.3,fixed0.9,retention,visual,err_decay,5,0.09250899881588522,0.008935785425670828
mosi,0.3,fixed0.9,task,,accuracy,5,0.798170731707317,0.010971374521613758
mosi,0.3,fixed0.9,task,,correlation,5,0.6783410671407724,0.012288690904676228
mosi,0.3,fixed0.9,task,,macro_f1,5,0.7919348411084108,0.010884730816378155
mosi,0.3,fixed0.9,task,,mae,5,0.935627794265747,0.018566328720405093
mosi,0.3,fixed0.9,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,fixed0.9,task,,prediction_std,5,1.0986990332603455,0.1452626339557549
mosi,0.3,fixed0.9,task,,weighted_f1,5,0.7975108014036918,0.010753599329648943
mosi,0.3,fixed0.95,current_observed_write_fit,audio,err_after,5,0.010921544613682858,0.0012515986210223273
mosi,0.3,fixed0.95,current_observed_write_fit,text,err_after,5,0.04081447583601522,0.002384633776885773
mosi,0.3,fixed0.95,current_observed_write_fit,visual,err_after,5,0.018807425332948238,0.0019243462998494814
mosi,0.3,fixed0.95,retention,audio,err_decay,5,0.07695484416325103,0.024910859845305233
mosi,0.3,fixed0.95,retention,text,err_decay,5,0.08307001581496068,0.009481293718258671
mosi,0.3,fixed0.95,retention,visual,err_decay,5,0.0821954140806372,0.010853399521095292
mosi,0.3,fixed0.95,task,,accuracy,5,0.7978658536585366,0.00997282148402202
mosi,0.3,fixed0.95,task,,correlation,5,0.6777810678387978,0.012184018347757576
mosi,0.3,fixed0.95,task,,macro_f1,5,0.7914989623604305,0.009996887070035888
mosi,0.3,fixed0.95,task,,mae,5,0.9360927700996399,0.01849747336737221
mosi,0.3,fixed0.95,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,fixed0.95,task,,prediction_std,5,1.0987338066101073,0.14529199837924475
mosi,0.3,fixed0.95,task,,weighted_f1,5,0.7971395553711985,0.009822116823531105
mosi,0.3,reference,current_observed_write_fit,audio,err_after,5,0.0006312168816476741,0.0001356306613299739
mosi,0.3,reference,current_observed_write_fit,text,err_after,5,0.0018206109942404433,6.874099762942446e-05
mosi,0.3,reference,current_observed_write_fit,visual,err_after,5,0.0010186150130391614,3.371411807445027e-05
mosi,0.3,reference,retention,audio,err_decay,5,0.07440684583094152,0.025830066398055098
mosi,0.3,reference,retention,text,err_decay,5,0.0535061338580483,0.011550092810100185
mosi,0.3,reference,retention,visual,err_decay,5,0.07489230892767812,0.01264064074735381
mosi,0.3,reference,task,,accuracy,5,0.7969512195121952,0.010134615938167484
mosi,0.3,reference,task,,correlation,5,0.6772131225673473,0.01208210495180467
mosi,0.3,reference,task,,macro_f1,5,0.7905263683634711,0.010167768157158988
mosi,0.3,reference,task,,mae,5,0.9365581631660461,0.018383901115757287
mosi,0.3,reference,task,,predicted_sign_count,5,2.0,0.0
mosi,0.3,reference,task,,prediction_std,5,1.098762571811676,0.14528902944761868
mosi,0.3,reference,task,,weighted_f1,5,0.7962037670482967,0.009982374364397554
mosi,0.5,fixed0.0,current_observed_write_fit,audio,err_after,5,1.0,0.0
mosi,0.5,fixed0.0,current_observed_write_fit,text,err_after,5,1.0,0.0
mosi,0.5,fixed0.0,current_observed_write_fit,visual,err_after,5,1.0,0.0
mosi,0.5,fixed0.0,retention,audio,err_decay,5,1.0,0.0
mosi,0.5,fixed0.0,retention,text,err_decay,5,1.0,0.0
mosi,0.5,fixed0.0,retention,visual,err_decay,5,1.0,0.0
mosi,0.5,fixed0.0,task,,accuracy,5,0.7204268292682927,0.008663580633160287
mosi,0.5,fixed0.0,task,,correlation,5,0.5734064754720893,0.011763924468572684
mosi,0.5,fixed0.0,task,,macro_f1,5,0.7180511002471343,0.007636947549704717
mosi,0.5,fixed0.0,task,,mae,5,1.0697511672973632,0.014334021883947503
mosi,0.5,fixed0.0,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.0,task,,prediction_std,5,0.9827265024185181,0.09603558632458498
mosi,0.5,fixed0.0,task,,weighted_f1,5,0.7216284324555217,0.008561930503423926
mosi,0.5,fixed0.2,current_observed_write_fit,audio,err_after,5,0.3821486781341289,0.011955443702257854
mosi,0.5,fixed0.2,current_observed_write_fit,text,err_after,5,0.6287088639003239,0.025931315021470783
mosi,0.5,fixed0.2,current_observed_write_fit,visual,err_after,5,0.42964165631847906,0.011108509194658469
mosi,0.5,fixed0.2,retention,audio,err_decay,5,0.41287333159360085,0.01757647118970226
mosi,0.5,fixed0.2,retention,text,err_decay,5,0.643294924141162,0.029809551958858375
mosi,0.5,fixed0.2,retention,visual,err_decay,5,0.47120232569016424,0.005920491686621514
mosi,0.5,fixed0.2,task,,accuracy,5,0.7567073170731707,0.01696119639719647
mosi,0.5,fixed0.2,task,,correlation,5,0.6112726656869047,0.024477798796686708
mosi,0.5,fixed0.2,task,,macro_f1,5,0.7496930214050906,0.018275517675147294
mosi,0.5,fixed0.2,task,,mae,5,1.018747293949127,0.019160463830958548
mosi,0.5,fixed0.2,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.2,task,,prediction_std,5,0.9949087619781494,0.09796565399869568
mosi,0.5,fixed0.2,task,,weighted_f1,5,0.7561562475933878,0.0173407338584799
mosi,0.5,fixed0.4,current_observed_write_fit,audio,err_after,5,0.19532982931599693,0.012170684550085785
mosi,0.5,fixed0.4,current_observed_write_fit,text,err_after,5,0.44694880229360456,0.023596827347137365
mosi,0.5,fixed0.4,current_observed_write_fit,visual,err_after,5,0.2553918349824161,0.01310231074010335
mosi,0.5,fixed0.4,retention,audio,err_decay,5,0.23427600458572587,0.017349755332177245
mosi,0.5,fixed0.4,retention,text,err_decay,5,0.4724754044873946,0.02914684988831449
mosi,0.5,fixed0.4,retention,visual,err_decay,5,0.30054877987504824,0.007057240137582708
mosi,0.5,fixed0.4,task,,accuracy,5,0.7612804878048781,0.019805343620624048
mosi,0.5,fixed0.4,task,,correlation,5,0.6159486771856606,0.02720043599994536
mosi,0.5,fixed0.4,task,,macro_f1,5,0.7532904894142483,0.02049630864416753
mosi,0.5,fixed0.4,task,,mae,5,1.0139920115470886,0.020108485321742028
mosi,0.5,fixed0.4,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.4,task,,prediction_std,5,0.9956100225448609,0.09849917808443677
mosi,0.5,fixed0.4,task,,weighted_f1,5,0.760181202323466,0.019909814614335105
mosi,0.5,fixed0.6,current_observed_write_fit,audio,err_after,5,0.10803844851293057,0.009250794188384802
mosi,0.5,fixed0.6,current_observed_write_fit,text,err_after,5,0.29808921245527076,0.017226756846346444
mosi,0.5,fixed0.6,current_observed_write_fit,visual,err_after,5,0.15736063186163124,0.010958494746460237
mosi,0.5,fixed0.6,retention,audio,err_decay,5,0.15798392856558485,0.018293233216703817
mosi,0.5,fixed0.6,retention,text,err_decay,5,0.3355897806010806,0.023746279106760422
mosi,0.5,fixed0.6,retention,visual,err_decay,5,0.2124919627157232,0.006458582246895905
mosi,0.5,fixed0.6,task,,accuracy,5,0.7643292682926829,0.017199283789717502
mosi,0.5,fixed0.6,task,,correlation,5,0.6158948084070629,0.02813983334392617
mosi,0.5,fixed0.6,task,,macro_f1,5,0.7561513989526686,0.017349990320822087
mosi,0.5,fixed0.6,task,,mae,5,1.014007318019867,0.01985964417670357
mosi,0.5,fixed0.6,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.6,task,,prediction_std,5,0.9958936333656311,0.09881529885626564
mosi,0.5,fixed0.6,task,,weighted_f1,5,0.7630877612155081,0.017033733267800187
mosi,0.5,fixed0.8,current_observed_write_fit,audio,err_after,5,0.0504829217599168,0.005266909548948731
mosi,0.5,fixed0.8,current_observed_write_fit,text,err_after,5,0.15366574858456844,0.009257161506204488
mosi,0.5,fixed0.8,current_observed_write_fit,visual,err_after,5,0.07864764921644106,0.006221983714783964
mosi,0.5,fixed0.8,retention,audio,err_decay,5,0.11747515378753016,0.021098987507304413
mosi,0.5,fixed0.8,retention,text,err_decay,5,0.20578479501132127,0.01928403606319687
mosi,0.5,fixed0.8,retention,visual,err_decay,5,0.15448230619665765,0.008004184436333099
mosi,0.5,fixed0.8,task,,accuracy,5,0.7634146341463415,0.015523353192806058
mosi,0.5,fixed0.8,task,,correlation,5,0.6140405868760003,0.028827989485587666
mosi,0.5,fixed0.8,task,,macro_f1,5,0.7550546441593358,0.015511861664805796
mosi,0.5,fixed0.8,task,,mae,5,1.0158897519111634,0.01936214164409306
mosi,0.5,fixed0.8,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.8,task,,prediction_std,5,0.9961771965026855,0.09926631401413114
mosi,0.5,fixed0.8,task,,weighted_f1,5,0.762080415135038,0.015275198137009493
mosi,0.5,fixed0.9,current_observed_write_fit,audio,err_after,5,0.025391285728865502,0.0028694092043020218
mosi,0.5,fixed0.9,current_observed_write_fit,text,err_after,5,0.07931970121024269,0.004882287669972109
mosi,0.5,fixed0.9,current_observed_write_fit,visual,err_after,5,0.0404112136669061,0.003272839990035847
mosi,0.5,fixed0.9,retention,audio,err_decay,5,0.10437461572665674,0.022776230559742688
mosi,0.5,fixed0.9,retention,text,err_decay,5,0.1415606092764132,0.020575726746480706
mosi,0.5,fixed0.9,retention,visual,err_decay,5,0.13182930384822403,0.011359983974071028
mosi,0.5,fixed0.9,task,,accuracy,5,0.7640243902439025,0.017158703433238064
mosi,0.5,fixed0.9,task,,correlation,5,0.6127221644187087,0.02917631711380586
mosi,0.5,fixed0.9,task,,macro_f1,5,0.7557566335510452,0.01699849222976294
mosi,0.5,fixed0.9,task,,mae,5,1.0171216130256653,0.019094770300735465
mosi,0.5,fixed0.9,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.9,task,,prediction_std,5,0.9963782429695129,0.09961689157231955
mosi,0.5,fixed0.9,task,,weighted_f1,5,0.7627330091769858,0.016808665238181062
mosi,0.5,fixed0.95,current_observed_write_fit,audio,err_after,5,0.013033951511464081,0.0015272177104729045
mosi,0.5,fixed0.95,current_observed_write_fit,text,err_after,5,0.04103332043463517,0.0025517329647269937
mosi,0.5,fixed0.95,current_observed_write_fit,visual,err_after,5,0.020903986789222163,0.0016945129248842256
mosi,0.5,fixed0.95,retention,audio,err_decay,5,0.09952957327009461,0.023678628005819453
mosi,0.5,fixed0.95,retention,text,err_decay,5,0.11025036588821277,0.022684639543516388
mosi,0.5,fixed0.95,retention,visual,err_decay,5,0.12240110118406726,0.013368458512418378
mosi,0.5,fixed0.95,task,,accuracy,5,0.7640243902439025,0.017158703433238064
mosi,0.5,fixed0.95,task,,correlation,5,0.6119921319343083,0.029344363731158254
mosi,0.5,fixed0.95,task,,macro_f1,5,0.7559744928127545,0.017147476568731546
mosi,0.5,fixed0.95,task,,mae,5,1.0178157448768617,0.019042084413476885
mosi,0.5,fixed0.95,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,fixed0.95,task,,prediction_std,5,0.996493649482727,0.09982643119331655
mosi,0.5,fixed0.95,task,,weighted_f1,5,0.7628558564441068,0.01689685272222994
mosi,0.5,reference,current_observed_write_fit,audio,err_after,5,0.0006332727294617548,8.182476832525428e-05
mosi,0.5,reference,current_observed_write_fit,text,err_after,5,0.0017463287379681307,6.846328663360269e-05
mosi,0.5,reference,current_observed_write_fit,visual,err_after,5,0.0009946685043208728,4.7423824098815694e-05
mosi,0.5,reference,retention,audio,err_decay,5,0.09648730054809188,0.024730090220641977
mosi,0.5,reference,retention,text,err_decay,5,0.08194382318548368,0.025511896376738303
mosi,0.5,reference,retention,visual,err_decay,5,0.1160163891332281,0.015183582705302347
mosi,0.5,reference,task,,accuracy,5,0.7643292682926829,0.01661515438224231
mosi,0.5,reference,task,,correlation,5,0.6112179130933563,0.029507710583969393
mosi,0.5,reference,task,,macro_f1,5,0.7563977817068932,0.016795512912889228
mosi,0.5,reference,task,,mae,5,1.0185763597488404,0.019019724655408615
mosi,0.5,reference,task,,predicted_sign_count,5,2.0,0.0
mosi,0.5,reference,task,,prediction_std,5,0.9966144323348999,0.10005633459186475
mosi,0.5,reference,task,,weighted_f1,5,0.7632160592176126,0.016454028635218134
mosi,0.7,fixed0.0,current_observed_write_fit,audio,err_after,5,1.0,0.0
mosi,0.7,fixed0.0,current_observed_write_fit,text,err_after,5,1.0,0.0
mosi,0.7,fixed0.0,current_observed_write_fit,visual,err_after,5,1.0,0.0
mosi,0.7,fixed0.0,retention,audio,err_decay,5,1.0,0.0
mosi,0.7,fixed0.0,retention,text,err_decay,5,1.0,0.0
mosi,0.7,fixed0.0,retention,visual,err_decay,5,1.0,0.0
mosi,0.7,fixed0.0,task,,accuracy,5,0.6899390243902439,0.03609941491613582
mosi,0.7,fixed0.0,task,,correlation,5,0.5186903920897536,0.05584624326971109
mosi,0.7,fixed0.0,task,,macro_f1,5,0.6878126185046783,0.0354635111567927
mosi,0.7,fixed0.0,task,,mae,5,1.1292587518692017,0.05974120347577932
mosi,0.7,fixed0.0,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.0,task,,prediction_std,5,0.911650562286377,0.0918537651326304
mosi,0.7,fixed0.0,task,,weighted_f1,5,0.6900869645861207,0.039034199042479636
mosi,0.7,fixed0.2,current_observed_write_fit,audio,err_after,5,0.4383341360827687,0.017604103179689055
mosi,0.7,fixed0.2,current_observed_write_fit,text,err_after,5,0.6546674970994516,0.02151427477687777
mosi,0.7,fixed0.2,current_observed_write_fit,visual,err_after,5,0.4716110429232712,0.018550948241141403
mosi,0.7,fixed0.2,retention,audio,err_decay,5,0.48875303416969346,0.019140022671640732
mosi,0.7,fixed0.2,retention,text,err_decay,5,0.6794830647289171,0.02884332226259888
mosi,0.7,fixed0.2,retention,visual,err_decay,5,0.5178814568696883,0.017517619463046703
mosi,0.7,fixed0.2,task,,accuracy,5,0.724390243902439,0.023797093951726387
mosi,0.7,fixed0.2,task,,correlation,5,0.5580147104874589,0.042366246859028144
mosi,0.7,fixed0.2,task,,macro_f1,5,0.7177414654504736,0.021676976959993658
mosi,0.7,fixed0.2,task,,mae,5,1.0751426458358764,0.04788583943770406
mosi,0.7,fixed0.2,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.2,task,,prediction_std,5,0.9182401657104492,0.1004076334836645
mosi,0.7,fixed0.2,task,,weighted_f1,5,0.7242982924037441,0.022607886227391318
mosi,0.7,fixed0.4,current_observed_write_fit,audio,err_after,5,0.23316517141565812,0.01611085794272616
mosi,0.7,fixed0.4,current_observed_write_fit,text,err_after,5,0.4628758455670398,0.01734944700201425
mosi,0.7,fixed0.4,current_observed_write_fit,visual,err_after,5,0.2825390647861422,0.01642901852254091
mosi,0.7,fixed0.4,retention,audio,err_decay,5,0.29629784081228633,0.0223602556313953
mosi,0.7,fixed0.4,retention,text,err_decay,5,0.5036956763631881,0.02443415677282276
mosi,0.7,fixed0.4,retention,visual,err_decay,5,0.3433452785102943,0.014257081577593611
mosi,0.7,fixed0.4,task,,accuracy,5,0.7350609756097561,0.022517674332550836
mosi,0.7,fixed0.4,task,,correlation,5,0.5619547740110848,0.040823160121052714
mosi,0.7,fixed0.4,task,,macro_f1,5,0.7273697210640823,0.022837888146616497
mosi,0.7,fixed0.4,task,,mae,5,1.068421983718872,0.045420468955869396
mosi,0.7,fixed0.4,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.4,task,,prediction_std,5,0.9188211679458618,0.10243570464835601
mosi,0.7,fixed0.4,task,,weighted_f1,5,0.7344113284720801,0.022311961558098895
mosi,0.7,fixed0.6,current_observed_write_fit,audio,err_after,5,0.12846795895759722,0.012302157961549381
mosi,0.7,fixed0.6,current_observed_write_fit,text,err_after,5,0.3052541460387893,0.012215240759962135
mosi,0.7,fixed0.6,current_observed_write_fit,visual,err_after,5,0.17252357322352788,0.01204478155631691
mosi,0.7,fixed0.6,retention,audio,err_decay,5,0.203830549068991,0.024893906879576773
mosi,0.7,fixed0.6,retention,text,err_decay,5,0.3617834820181345,0.017939259683136487
mosi,0.7,fixed0.6,retention,visual,err_decay,5,0.249929267119968,0.010508434129827408
mosi,0.7,fixed0.6,task,,accuracy,5,0.736280487804878,0.02410272606835656
mosi,0.7,fixed0.6,task,,correlation,5,0.5607366393217966,0.04167377828581934
mosi,0.7,fixed0.6,task,,macro_f1,5,0.7276207231740608,0.02627496422253874
mosi,0.7,fixed0.6,task,,mae,5,1.0683338403701783,0.0459364745604826
mosi,0.7,fixed0.6,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.6,task,,prediction_std,5,0.9202059388160706,0.10342182692984025
mosi,0.7,fixed0.6,task,,weighted_f1,5,0.7350639964287821,0.024926242063863128
mosi,0.7,fixed0.8,current_observed_write_fit,audio,err_after,5,0.058983607670441196,0.007105179831974797
mosi,0.7,fixed0.8,current_observed_write_fit,text,err_after,5,0.15569114845572016,0.006743896377209376
mosi,0.7,fixed0.8,current_observed_write_fit,visual,err_after,5,0.08533191280113006,0.00657410580334016
mosi,0.7,fixed0.8,retention,audio,err_decay,5,0.153538687109278,0.027449570209230004
mosi,0.7,fixed0.8,retention,text,err_decay,5,0.2328761026860684,0.015912867742688276
mosi,0.7,fixed0.8,retention,visual,err_decay,5,0.18940857962482677,0.011303930813947857
mosi,0.7,fixed0.8,task,,accuracy,5,0.7341463414634146,0.025361749198884658
mosi,0.7,fixed0.8,task,,correlation,5,0.5571567562893234,0.043944183182196644
mosi,0.7,fixed0.8,task,,macro_f1,5,0.7251795242302145,0.02846360791511936
mosi,0.7,fixed0.8,task,,mae,5,1.0712114095687866,0.0469278979075747
mosi,0.7,fixed0.8,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.8,task,,prediction_std,5,0.9222377300262451,0.10362070768192955
mosi,0.7,fixed0.8,task,,weighted_f1,5,0.7328044158218189,0.026749696814068063
mosi,0.7,fixed0.9,current_observed_write_fit,audio,err_after,5,0.029362804303174065,0.003869973672444966
mosi,0.7,fixed0.9,current_observed_write_fit,text,err_after,5,0.07994032232967664,0.003613764864135242
mosi,0.7,fixed0.9,current_observed_write_fit,visual,err_after,5,0.04363516384868679,0.0034529513724127023
mosi,0.7,fixed0.9,retention,audio,err_decay,5,0.1378060653509976,0.028827248730807015
mosi,0.7,fixed0.9,retention,text,err_decay,5,0.1716504865081272,0.01832517472159871
mosi,0.7,fixed0.9,retention,visual,err_decay,5,0.16691093893627534,0.013560922690754127
mosi,0.7,fixed0.9,task,,accuracy,5,0.7338414634146342,0.027620504188662614
mosi,0.7,fixed0.9,task,,correlation,5,0.5548027779014314,0.045499806431287225
mosi,0.7,fixed0.9,task,,macro_f1,5,0.7246394207711269,0.031335434776031956
mosi,0.7,fixed0.9,task,,mae,5,1.0733527898788453,0.04769650931882769
mosi,0.7,fixed0.9,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.9,task,,prediction_std,5,0.9234053373336792,0.10344252512980091
mosi,0.7,fixed0.9,task,,weighted_f1,5,0.7323632723759073,0.029359924960928506
mosi,0.7,fixed0.95,current_observed_write_fit,audio,err_after,5,0.014988297674969403,0.002056692665272023
mosi,0.7,fixed0.95,current_observed_write_fit,text,err_after,5,0.04122518747602991,0.0019041867665518905
mosi,0.7,fixed0.95,current_observed_write_fit,visual,err_after,5,0.02250799736687267,0.001797560035206352
mosi,0.7,fixed0.95,retention,audio,err_decay,5,0.1320919962269523,0.029624455177102466
mosi,0.7,fixed0.95,retention,text,err_decay,5,0.1424130476748883,0.020375799429526716
mosi,0.7,fixed0.95,retention,visual,err_decay,5,0.15790561582391516,0.014788011521165483
mosi,0.7,fixed0.95,task,,accuracy,5,0.7323170731707317,0.029727564038322853
mosi,0.7,fixed0.95,task,,correlation,5,0.5535226971482833,0.04635490418741917
mosi,0.7,fixed0.95,task,,macro_f1,5,0.7228577787779934,0.03383027314192537
mosi,0.7,fixed0.95,task,,mae,5,1.0745170831680297,0.048160248128754135
mosi,0.7,fixed0.95,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,fixed0.95,task,,prediction_std,5,0.9240115284919739,0.10329332529663021
mosi,0.7,fixed0.95,task,,weighted_f1,5,0.7307106672180073,0.0316746712265531
mosi,0.7,reference,current_observed_write_fit,audio,err_after,5,0.0006431217818033271,8.724572458839755e-05
mosi,0.7,reference,current_observed_write_fit,text,err_after,5,0.0016845006665763924,6.648641049052826e-05
mosi,0.7,reference,current_observed_write_fit,visual,err_after,5,0.0009675323285308753,7.315068937027259e-05
mosi,0.7,reference,retention,audio,err_decay,5,0.1283638805013155,0.030631142806146254
mosi,0.7,reference,retention,text,err_decay,5,0.11616334444297063,0.02273803515202927
mosi,0.7,reference,retention,visual,err_decay,5,0.15197024034949563,0.01581079179037615
mosi,0.7,reference,task,,accuracy,5,0.7295731707317074,0.03036560877558226
mosi,0.7,reference,task,,correlation,5,0.5521845339313857,0.04724775067888795
mosi,0.7,reference,task,,macro_f1,5,0.7202265301349696,0.03450586221093382
mosi,0.7,reference,task,,mae,5,1.075709581375122,0.048635448186658686
mosi,0.7,reference,task,,predicted_sign_count,5,2.0,0.0
mosi,0.7,reference,task,,prediction_std,5,0.9246264934539795,0.10310970436448304
mosi,0.7,reference,task,,weighted_f1,5,0.728062083529328,0.032324578535066165
mosi,all,fixed0.0,current_observed_write_fit,audio,err_after,5,1.0,0.0
mosi,all,fixed0.0,current_observed_write_fit,text,err_after,5,1.0,0.0
mosi,all,fixed0.0,current_observed_write_fit,visual,err_after,5,1.0,0.0
mosi,all,fixed0.0,task,,accuracy,5,0.7793292682926829,0.00928102062506869
mosi,all,fixed0.0,task,,correlation,5,0.6591729590233263,0.011823773242081921
mosi,all,fixed0.0,task,,macro_f1,5,0.7763083731328627,0.008630759186208278
mosi,all,fixed0.0,task,,mae,5,0.9645296502113343,0.03752476645495302
mosi,all,fixed0.0,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.0,task,,prediction_std,5,1.0735306215286256,0.14062777876792462
mosi,all,fixed0.0,task,,weighted_f1,5,0.7797422678990532,0.009749910472787351
mosi,all,fixed0.2,current_observed_write_fit,audio,err_after,5,0.3293356673848758,0.007959522134442131
mosi,all,fixed0.2,current_observed_write_fit,text,err_after,5,0.6144354048122342,0.023743575356389615
mosi,all,fixed0.2,current_observed_write_fit,visual,err_after,5,0.38567508245237947,0.016689378040185058
mosi,all,fixed0.2,task,,accuracy,5,0.8003048780487805,0.003945786312666058
mosi,all,fixed0.2,task,,correlation,5,0.6814448466780391,0.007529944893756806
mosi,all,fixed0.2,task,,macro_f1,5,0.7944943618108415,0.003910518934893697
mosi,all,fixed0.2,task,,mae,5,0.9246038913726806,0.027326198838524093
mosi,all,fixed0.2,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.2,task,,prediction_std,5,1.0940590167045594,0.14531094584950985
mosi,all,fixed0.2,task,,weighted_f1,5,0.7998007158699182,0.003813332545648506
mosi,all,fixed0.4,current_observed_write_fit,audio,err_after,5,0.16731213662037536,0.009476191341176918
mosi,all,fixed0.4,current_observed_write_fit,text,err_after,5,0.4400477089903053,0.02062391703180855
mosi,all,fixed0.4,current_observed_write_fit,visual,err_after,5,0.2308445341349038,0.01712263508772524
mosi,all,fixed0.4,task,,accuracy,5,0.8040243902439025,0.004193597283914482
mosi,all,fixed0.4,task,,correlation,5,0.6832503793837589,0.0074927562454596515
mosi,all,fixed0.4,task,,macro_f1,5,0.7977369205273895,0.003807441550211555
mosi,all,fixed0.4,task,,mae,5,0.92125896692276,0.0270938360114713
mosi,all,fixed0.4,task,,predicted_sign_count,5,2.0,0.0
mosi,all,fixed0.4,task,,prediction_std,5,1.0949224090576173,0.14638686471574117
mosi,all,fixed0.4,task,,weighted_f1,5,0.8032499462309517,0.003922008237678587
mosi,all,fixed0.6,current_observed_write_fit,audio,err_after,5,0.09311382109235718,0.007845141147346784
mosi,all,fixed0.6,current_observed_write_fit,text,err_after,5,0.2938051532185858,0.014936851042580664
mosi,all,fixed0.6,current_observed_write_fit,visual,err_after,5,0.14303732043834935,0.01299919594295467
mosi,all,fixed0.6,task,,accuracy,5,0.8044512195121951,0.003943429915732934
mosi,all,fixed0.6,task,,correlation,5,0.6823323157867661,0.007721365564333747
mosi,all,fixed0.6,task,,macro_f1,5,0.7978554327946387,0.003483601915869317
mosi,all,fixed0.6,task,,mae,5,0.9215994262695313,0.027652493009870133
mosi,all,fixed0.6,task,,predicted_sign_count,5,2.0,0.0
