dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.1,audio,106,1.0660377358490567,1.0,1.0
IEMOCAPFour,0.1,text,117,1.1196581196581197,1.0,2.0
IEMOCAPFour,0.1,visual,107,1.0934579439252337,1.0,1.0
