rate,Full_4E_mean,Full_4E_std,Single_1E_mean,Single_1E_std,delta,positive_seed_count
0.0,0.8763943809423003,0.0066915432323571685,0.8733967385147828,0.0018384646401052634,-0.002997642427517433,2
0.1,0.8536500306453889,0.0035715786440516954,0.8541769831203913,0.007607332562141208,0.0005269524750023402,3
0.2,0.8269300146766665,0.010898802373074919,0.8287700755893016,0.014361423071432513,0.0018400609126351108,4
0.3,0.8143857741263993,0.006513351799745968,0.8145216236703052,0.011182969129614657,0.000135849543905886,2
0.4,0.7935007104083668,0.015210677518432672,0.7969050676328544,0.016753420315728126,0.0034043572244876197,4
0.5,0.7730039427225339,0.008248215716026045,0.7745536623235835,0.011292910490758498,0.0015497196010495484,3
0.6,0.7680363411567651,0.005347057798016938,0.7645518117083737,0.005495385175299287,-0.0034845294483913936,0
0.7,0.7565419197119723,0.01939684490177307,0.7611924731179024,0.018690656362711406,0.0046505534059301246,4
