rate,Joint_mean,Joint_std,Emotion_only_mean,Emotion_only_std,delta,positive_seed_count
0.0,0.8763943809423003,0.0066915432323571685,0.8723122565336663,0.0058403340138428765,-0.00408212440863398,1
0.1,0.8536500306453889,0.0035715786440516954,0.8522518680560403,0.004941798872609554,-0.0013981625893486616,1
0.2,0.8269300146766665,0.010898802373074919,0.8227883942104361,0.009424821091319662,-0.004141620466230345,1
0.3,0.8143857741263993,0.006513351799745968,0.8120333673521647,0.006625285345193822,-0.00235240677423465,2
0.4,0.7935007104083668,0.015210677518432672,0.7912326242289696,0.020956640730353027,-0.002268086179397222,2
0.5,0.7730039427225339,0.008248215716026045,0.7697567908425674,0.01053043010359561,-0.0032471518799664922,2
0.6,0.7680363411567651,0.005347057798016938,0.7675337765029505,0.013197100895372793,-0.0005025646538145967,2
0.7,0.7565419197119723,0.01939684490177307,0.7556767505994473,0.021057234043697165,-0.0008651691125249883,3
