variant,seed,rate,pattern,total_count,excluded_original_neutral,count,weighted_f1
Three-class,69,0.6,T,156,0,156,0.878250321107464
Three-class,69,0.6,TV,54,0,54,0.8035115616510965
Three-class,69,0.6,A,144,0,144,0.6870659722222221
Three-class,69,0.6,AV,46,0,46,0.5450242948192087
Three-class,69,0.6,AT,63,0,63,0.8880273398236697
Three-class,69,0.6,ATV,47,0,47,0.8700797872340424
Three-class,69,0.7,V,166,0,166,0.7126228273501328
Three-class,69,0.7,T,187,0,187,0.8708771738537862
Three-class,69,0.7,TV,52,0,52,0.9620412267471091
Three-class,69,0.7,A,149,0,149,0.5919355762907799
Three-class,69,0.7,AV,45,0,45,0.7119687723349277
Three-class,69,0.7,AT,43,0,43,0.9040974529346621
Three-class,69,0.7,ATV,14,0,14,0.9297173414820473
Three-class,70,0.0,ATV,656,0,656,0.8666445834613147
Three-class,70,0.1,V,6,0,6,0.6666666666666666
Three-class,70,0.1,T,5,0,5,1.0
Three-class,70,0.1,TV,63,0,63,0.873015873015873
Three-class,70,0.1,A,7,0,7,0.7142857142857144
Three-class,70,0.1,AV,54,0,54,0.6680555555555556
Three-class,70,0.1,AT,54,0,54,0.8518518518518519
Three-class,70,0.1,ATV,467,0,467,0.8570348359026024
Three-class,70,0.2,V,27,0,27,0.5011417432470063
Three-class,70,0.2,T,24,0,24,0.8766603415559772
Three-class,70,0.2,TV,71,0,71,0.8709742994046754
Three-class,70,0.2,A,24,0,24,0.6230158730158729
Three-class,70,0.2,AV,90,0,90,0.6335603715170278
Three-class,70,0.2,AT,80,0,80,0.8362462604314281
Three-class,70,0.2,ATV,340,0,340,0.8583044982698962
Three-class,70,0.3,V,60,0,60,0.6632996632996633
Three-class,70,0.3,T,40,0,40,0.9248585795097423
Three-class,70,0.3,TV,111,0,111,0.8291639930703323
Three-class,70,0.3,A,42,0,42,0.6878063473808156
Three-class,70,0.3,AV,93,0,93,0.7393123006026232
Three-class,70,0.3,AT,82,0,82,0.8774454349367241
Three-class,70,0.3,ATV,228,0,228,0.8418545570022229
Three-class,70,0.4,V,68,0,68,0.5737874097007224
Three-class,70,0.4,T,77,0,77,0.7684071031009806
Three-class,70,0.4,TV,90,0,90,0.8546124411442553
Three-class,70,0.4,A,77,0,77,0.6496052966641203
Three-class,70,0.4,AV,104,0,104,0.6538461538461539
Three-class,70,0.4,AT,104,0,104,0.8359397013243168
Three-class,70,0.4,ATV,136,0,136,0.9115491633028961
Three-class,70,0.5,V,105,0,105,0.6152380952380951
Three-class,70,0.5,T,110,0,110,0.8211207137774721
Three-class,70,0.5,TV,81,0,81,0.9144218611296467
Three-class,70,0.5,A,123,0,123,0.5344522720255972
Three-class,70,0.5,AV,81,0,81,0.6922094508301405
Three-class,70,0.5,AT,85,0,85,0.8576134453781512
Three-class,70,0.5,ATV,71,0,71,0.8862951622780159
Three-class,70,0.6,V,110,0,110,0.6813602112052709
Three-class,70,0.6,T,158,0,158,0.8582180073292359
Three-class,70,0.6,TV,61,0,61,0.8675553954242479
Three-class,70,0.6,A,143,0,143,0.6742362900257637
Three-class,70,0.6,AV,73,0,73,0.5463194339906667
Three-class,70,0.6,AT,75,0,75,0.8244224659833363
Three-class,70,0.6,ATV,36,0,36,0.804195804195804
Three-class,70,0.7,V,183,0,183,0.6402954042549848
Three-class,70,0.7,T,168,0,168,0.8225908271408777
Three-class,70,0.7,TV,41,0,41,0.9044492093272581
Three-class,70,0.7,A,169,0,169,0.6523351544454336
Three-class,70,0.7,AV,32,0,32,0.6187499999999999
Three-class,70,0.7,AT,52,0,52,0.9031692944736422
Three-class,70,0.7,ATV,11,0,11,1.0
