dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.1,audio,114,6,0.05263157894736842
IEMOCAPFour,0.1,text,126,8,0.06349206349206349
IEMOCAPFour,0.1,visual,142,4,0.028169014084507043
