dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.3,audio,337,11,0.032640949554896145
IEMOCAPFour,0.3,text,352,15,0.04261363636363636
IEMOCAPFour,0.3,visual,374,14,0.0374331550802139
