seed,write_step,rate,epoch,pattern,target,branch,count,raw_cosine,centered_cosine,real_minus_shuffle_cosine,shuffle_minus_real_smooth_l1,shuffle_minus_real_nce,retrieval_top1,chance,effective_rank,target_effective_rank,channel_std,target_channel_std,std_ratio,retrieval_over_chance
68,1.0,0.5,30,A,text,regression,116,0.9162620306015015,0.0065237595699727535,0.00010794401168823242,0.00011702626943588257,0.0035986900329589844,0.008620689623057842,0.008620689655172414,11.21265983581543,77.91466522216797,0.02438174933195114,0.3921543061733246,0.06217386612395092,0.9999999962747097
68,1.0,0.5,30,A,text,contrastive,116,0.060608912259340286,0.01916300691664219,0.0034564845263957977,0.001375436782836914,0.11521577835083008,0.017241379246115685,0.008620689655172414,3.0708000659942627,77.91466522216797,0.5530973076820374,0.3921543061733246,1.4104073293984922,1.9999999925494194
68,1.0,0.5,30,A,visual,regression,116,0.8316154479980469,0.11172430217266083,0.006975531578063965,0.005359679460525513,0.23251724243164062,0.008620689623057842,0.008620689655172414,5.856003761291504,51.41965866088867,0.07083093374967575,0.5302494764328003,0.1335803935652774,0.9999999962747097
68,1.0,0.5,30,A,visual,contrastive,116,0.06459731608629227,0.12422125786542892,0.02712065353989601,0.023366689682006836,0.9040212631225586,0.017241379246115685,0.008620689655172414,4.089751243591309,51.41965866088867,0.5155998468399048,0.5302494764328003,0.9723721941387865,1.9999999925494194
68,1.0,0.5,30,V,audio,regression,105,0.9015960097312927,0.01601277105510235,0.00022542476654052734,0.00037708133459091187,0.007511138916015625,0.009523809887468815,0.009523809523809525,17.657712936401367,55.401119232177734,0.038319796323776245,0.4086281657218933,0.09377668878032301,1.0000000381842256
68,1.0,0.5,30,V,audio,contrastive,105,0.05900788679718971,0.010506417602300644,0.0005956776440143585,0.0009416341781616211,0.019855976104736328,0.009523809887468815,0.009523809523809525,7.464778423309326,55.401119232177734,0.2008916437625885,0.4086281657218933,0.4916245638811706,1.0000000381842256
68,1.0,0.5,30,V,text,regression,105,0.9134985208511353,0.01367395743727684,9.66787338256836e-05,9.303539991378784e-05,0.003222942352294922,0.01904761977493763,0.009523809523809525,11.042853355407715,72.00656127929688,0.03064948506653309,0.3946119248867035,0.07766994136158663,2.000000076368451
68,1.0,0.5,30,V,text,contrastive,105,0.05920175462961197,0.007401598617434502,0.0008435472846031189,0.00034880638122558594,0.028118133544921875,0.02857142873108387,0.009523809523809525,3.7971251010894775,72.00656127929688,0.4404917359352112,0.3946119248867035,1.116265647728918,3.000000016763806
68,1.0,0.5,30,AV,text,regression,88,0.9173488020896912,0.008191995322704315,3.141164779663086e-05,0.0001513659954071045,0.0010457038879394531,0.011363636702299118,0.011363636363636364,10.949119567871094,64.04496765136719,0.026559798046946526,0.38757285475730896,0.06852853010972036,1.0000000298023224
68,1.0,0.5,30,AV,text,contrastive,88,0.05964845418930054,0.007531013805419207,0.0016719326376914978,0.0013369321823120117,0.055731773376464844,0.022727273404598236,0.011363636363636364,3.463545083999634,64.04496765136719,0.4890751540660858,0.38757285475730896,1.2618921786262243,2.0000000596046448
69,0.6,0.5,46,A,text,regression,123,0.9342718124389648,0.02908303216099739,0.0009382367134094238,0.0010903403162956238,0.03127861022949219,0.008130080997943878,0.008130081300813009,4.848734378814697,79.16515350341797,0.0613039992749691,0.3440984785556793,0.17815829797413466,0.9999999627470969
69,0.6,0.5,46,A,text,contrastive,123,0.05962362140417099,0.03825562819838524,0.003011465072631836,0.0011451244354248047,0.10038185119628906,0.008130080997943878,0.008130081300813009,7.3963303565979,79.16515350341797,0.18015268445014954,0.3440984785556793,0.5235497849520385,0.9999999627470969
69,0.6,0.5,46,A,visual,regression,123,0.8753122687339783,0.21207070350646973,0.021243691444396973,0.016894862055778503,0.7081217765808105,0.016260161995887756,0.008130081300813009,4.293140411376953,48.52583312988281,0.1355087161064148,0.4346141219139099,0.3117908721181796,1.9999999254941938
69,0.6,0.5,46,A,visual,contrastive,123,0.11792927980422974,0.09855946153402328,0.006909750401973724,0.005015432834625244,0.23032569885253906,0.0,0.008130081300813009,8.145934104919434,48.52583312988281,0.19278061389923096,0.4346141219139099,0.44356730299117547,0.0
69,0.6,0.5,46,V,audio,regression,125,0.9364443421363831,0.004819170571863651,6.639957427978516e-05,9.588152170181274e-05,0.002216339111328125,0.0,0.008,14.574728965759277,63.08241653442383,0.03804074600338936,0.3283105790615082,0.11586817004840566,0.0
69,0.6,0.5,46,V,audio,contrastive,125,0.05639098212122917,-0.014705654233694077,-0.0007398799061775208,-0.0004863739013671875,-0.02466297149658203,0.00800000037997961,0.008,10.313081741333008,63.08241653442383,0.22952717542648315,0.3283105790615082,0.6991159897515267,1.0000000474974513
