rate,H4_mean,H4_std,Out700_mean,Out700_std,delta,positive_seed_count
0.0,0.8749975732744025,0.0024885848390675115,0.8751195933045831,0.004466921472041752,0.00012202003018058072,3
0.1,0.850062207653682,0.009414521115777785,0.8521993211667397,0.01095241369503736,0.0021371135130576757,3
0.2,0.8290302376360645,0.008578443026398389,0.8292804416489968,0.0127923064068376,0.000250204012932298,3
0.3,0.8153110436838789,0.00342309473747387,0.8110373752708263,0.012257495897029314,-0.004273668413052545,2
0.4,0.7945241862463068,0.016875431433016674,0.7909884270143127,0.018060648640866303,-0.003535759231994118,2
0.5,0.771162633148301,0.010125948664226763,0.767791668272918,0.012938801338655053,-0.00337096487538302,2
0.6,0.7623527555610932,0.0058766611360957,0.7678126531361413,0.007959593856226844,0.005459897575048167,4
0.7,0.7548459086913071,0.024412073137343802,0.7502600518832823,0.021165693348601623,-0.004585856808024813,2
