model,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_8rate_mean,selection_policy
Out700,66,0.0,0.877573706652438,0.8741124544233353,0.8780487804878049,0.803787887096405,0.7960268354513841,36,0.8054234109690244,per-rate-test-oracle
Out700,66,0.1,0.8565623490522665,0.8528656645192079,0.8567073170731707,0.819701611995697,0.759523102038236,37,0.8054234109690244,per-rate-test-oracle
Out700,66,0.2,0.8282157140576413,0.8245138075115704,0.8277439024390244,0.8900004029273987,0.713249439908691,37,0.8054234109690244,per-rate-test-oracle
Out700,66,0.3,0.809585793299882,0.80501028451853,0.8094512195121951,0.9463773369789124,0.670816938730193,53,0.8054234109690244,per-rate-test-oracle
Out700,66,0.4,0.8015225493476703,0.7963083272824549,0.801829268292683,0.9286991953849792,0.6574343952710548,44,0.8054234109690244,per-rate-test-oracle
Out700,66,0.5,0.7641795250623034,0.7573941192857073,0.7652439024390244,0.9780371189117432,0.6421416399415646,83,0.8054234109690244,per-rate-test-oracle
Out700,66,0.6,0.77574629396389,0.7700227277605405,0.7759146341463414,1.03848397731781,0.6027121965844453,37,0.8054234109690244,per-rate-test-oracle
Out700,66,0.7,0.7613586942291134,0.7535908415667629,0.7637195121951219,1.0545003414154053,0.5731037824906677,38,0.8054234109690244,per-rate-test-oracle
Out700,67,0.0,0.871887732321259,0.8686498855835241,0.8719512195121951,0.8728575706481934,0.7680866884434363,66,0.7907860560374228,per-rate-test-oracle
Out700,67,0.1,0.8631870230189025,0.8588718742068432,0.864329268292683,0.8394766449928284,0.7557327866860856,46,0.7907860560374228,per-rate-test-oracle
Out700,67,0.2,0.8245528841201148,0.8188863486650908,0.8262195121951219,0.866651177406311,0.7360522756074984,46,0.7907860560374228,per-rate-test-oracle
Out700,67,0.3,0.7927155583079267,0.785390625,0.7957317073170732,0.9447884559631348,0.6884020079799624,46,0.7907860560374228,per-rate-test-oracle
Out700,67,0.4,0.7613586942291134,0.7535908415667629,0.7637195121951219,1.0564440488815308,0.6052032399407138,45,0.7907860560374228,per-rate-test-oracle
Out700,67,0.5,0.7490721573971258,0.7435405338166827,0.7484756097560976,1.0862311124801636,0.5584425385856594,48,0.7907860560374228,per-rate-test-oracle
Out700,67,0.6,0.7761318967786598,0.7694655459595814,0.7774390243902439,1.0343310832977295,0.6085729722712259,30,0.7907860560374228,per-rate-test-oracle
Out700,67,0.7,0.761415620649713,0.7547898595869076,0.7621951219512195,1.0369746685028076,0.5884543303670025,28,0.7907860560374228,per-rate-test-oracle
Out700,68,0.0,0.8808473813011164,0.8776575904513242,0.8810975609756098,0.776706874370575,0.8094426048038551,43,0.8022321945054138,per-rate-test-oracle
Out700,68,0.1,0.8518645315768139,0.8479358592919191,0.8521341463414634,0.853191614151001,0.7536808727407114,56,0.8022321945054138,per-rate-test-oracle
