dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.1,audio,137,1.1386861313868613,1.0,2.0
IEMOCAPFour,0.1,text,129,1.1550387596899225,1.0,2.0
IEMOCAPFour,0.1,visual,117,1.1111111111111112,1.0,2.0
