variant,seed,rate,pattern,total_count,excluded_original_neutral,count,weighted_f1
Dual-loss,69,0.5,TV,83,0,83,0.8309800605932502
Dual-loss,69,0.5,A,120,0,120,0.67515852553829
Dual-loss,69,0.5,AV,74,0,74,0.7151181031778048
Dual-loss,69,0.5,AT,63,0,63,0.873922902494331
Dual-loss,69,0.5,ATV,68,0,68,0.8401384083044983
Dual-loss,69,0.6,V,146,0,146,0.6887249736564804
Dual-loss,69,0.6,T,156,0,156,0.8783104393719126
Dual-loss,69,0.6,TV,54,0,54,0.8019736570461207
Dual-loss,69,0.6,A,144,0,144,0.6538628472222222
Dual-loss,69,0.6,AV,46,0,46,0.5677257525083611
Dual-loss,69,0.6,AT,63,0,63,0.873015873015873
Dual-loss,69,0.6,ATV,47,0,47,0.8927454761360046
Dual-loss,69,0.7,V,166,0,166,0.7380256319395229
Dual-loss,69,0.7,T,187,0,187,0.866417256113672
Dual-loss,69,0.7,TV,52,0,52,0.9433549508176374
Dual-loss,69,0.7,A,149,0,149,0.6040268456375839
Dual-loss,69,0.7,AV,45,0,45,0.6656611362493715
Dual-loss,69,0.7,AT,43,0,43,0.9298336591008814
Dual-loss,69,0.7,ATV,14,0,14,1.0
Dual-loss,70,0.0,ATV,656,0,656,0.8781068060766253
Dual-loss,70,0.1,V,6,0,6,0.8148148148148149
Dual-loss,70,0.1,T,5,0,5,1.0
Dual-loss,70,0.1,TV,63,0,63,0.8884100906724123
Dual-loss,70,0.1,A,7,0,7,0.8634920634920634
Dual-loss,70,0.1,AV,54,0,54,0.6685057471264366
Dual-loss,70,0.1,AT,54,0,54,0.8518518518518519
Dual-loss,70,0.1,ATV,467,0,467,0.8748563095073039
Dual-loss,70,0.2,V,27,0,27,0.5555555555555556
Dual-loss,70,0.2,T,24,0,24,0.8766603415559772
Dual-loss,70,0.2,TV,71,0,71,0.8423019214946035
Dual-loss,70,0.2,A,24,0,24,0.7265625
Dual-loss,70,0.2,AV,90,0,90,0.6928178210216362
Dual-loss,70,0.2,AT,80,0,80,0.8742928975487114
Dual-loss,70,0.2,ATV,340,0,340,0.8556300257476728
Dual-loss,70,0.3,V,60,0,60,0.6825396825396826
Dual-loss,70,0.3,T,40,0,40,0.9
Dual-loss,70,0.3,TV,111,0,111,0.8198198198198198
Dual-loss,70,0.3,A,42,0,42,0.7585978835978836
Dual-loss,70,0.3,AV,93,0,93,0.7421275798252396
Dual-loss,70,0.3,AT,82,0,82,0.8774454349367241
Dual-loss,70,0.3,ATV,228,0,228,0.8366960907944514
Dual-loss,70,0.4,V,68,0,68,0.6203022875816993
Dual-loss,70,0.4,T,77,0,77,0.8583515902394802
Dual-loss,70,0.4,TV,90,0,90,0.8114207259838329
Dual-loss,70,0.4,A,77,0,77,0.6255017709563164
Dual-loss,70,0.4,AV,104,0,104,0.6257314015045974
Dual-loss,70,0.4,AT,104,0,104,0.855620886827058
Dual-loss,70,0.4,ATV,136,0,136,0.8976184080938312
Dual-loss,70,0.5,V,105,0,105,0.6647843137254903
Dual-loss,70,0.5,T,110,0,110,0.8525563325563326
Dual-loss,70,0.5,TV,81,0,81,0.8780565511748307
Dual-loss,70,0.5,A,123,0,123,0.5934959349593496
Dual-loss,70,0.5,AV,81,0,81,0.6035886818495514
Dual-loss,70,0.5,AT,85,0,85,0.8934849740152142
Dual-loss,70,0.5,ATV,71,0,71,0.9154929577464789
Dual-loss,70,0.6,V,110,0,110,0.6303051339497017
Dual-loss,70,0.6,T,158,0,158,0.892506339474659
Dual-loss,70,0.6,TV,61,0,61,0.8032786885245902
Dual-loss,70,0.6,A,143,0,143,0.6473910704679937
Dual-loss,70,0.6,AV,73,0,73,0.5379235760634463
Dual-loss,70,0.6,AT,75,0,75,0.8260486123492007
Dual-loss,70,0.6,ATV,36,0,36,0.8888888888888888
Dual-loss,70,0.7,V,183,0,183,0.6287958390940812
Dual-loss,70,0.7,T,168,0,168,0.8443617028632273
Dual-loss,70,0.7,TV,41,0,41,0.9044492093272581
Dual-loss,70,0.7,A,169,0,169,0.6820104278638953
Dual-loss,70,0.7,AV,32,0,32,0.503968253968254
Dual-loss,70,0.7,AT,52,0,52,0.9230769230769231
Dual-loss,70,0.7,ATV,11,0,11,1.0
