dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.7,audio,680,2.1691176470588234,2.0,4.0
IEMOCAPFour,0.7,text,662,2.243202416918429,2.0,5.0
IEMOCAPFour,0.7,visual,718,2.3871866295264623,2.0,5.0
