dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.5,audio,283,1.7173144876325088,1.0,3.0
CMUMOSI,0.5,text,311,1.9035369774919615,1.0,4.0
CMUMOSI,0.5,visual,301,1.8205980066445182,1.0,4.0
