rate,gcnet_mean,gcnet_std,osram_mean,osram_std,delta,positive_seed_count
0.0,0.866993261390626,0.006593407547883433,0.8749975732744025,0.0024885848390675115,0.008004311883776549,4
0.1,0.8454969281073791,0.0057091481208806,0.850062207653682,0.009414521115777785,0.004565279546302902,4
0.2,0.8214273148780524,0.011552287298118323,0.8290302376360645,0.008578443026398389,0.007602922758012176,4
0.3,0.8124921878910049,0.010290220186825523,0.8153110436838789,0.00342309473747387,0.0028188557928739977,4
0.4,0.7845114474702641,0.01508179178521325,0.7945241862463068,0.016875431433016674,0.010012738776042718,4
0.5,0.7654961482676255,0.008477361119288084,0.771162633148301,0.010125948664226763,0.005666484880675515,3
0.6,0.7603154894163696,0.005065579314410072,0.7623527555610932,0.0058766611360957,0.0020372661447235485,3
0.7,0.7479906194481712,0.02069897075086559,0.7548459086913071,0.024412073137343802,0.006855289243135876,4
