model,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_8rate_mean,selection_policy
OSRAM,66,0.0,0.668702262,0.658036714,0.667898953,,,27,0.648739828,per-rate-test-oracle
OSRAM,66,0.1,0.660370441,0.636060826,0.667282810,,,37,0.648739828,per-rate-test-oracle
OSRAM,66,0.2,0.646055297,0.622502878,0.646333949,,,54,0.648739828,per-rate-test-oracle
OSRAM,66,0.3,0.662547046,0.646719557,0.658040665,,,53,0.648739828,per-rate-test-oracle
OSRAM,66,0.4,0.647477292,0.628389370,0.647566235,,,54,0.648739828,per-rate-test-oracle
OSRAM,66,0.5,0.642832729,0.638331566,0.643253235,,,40,0.648739828,per-rate-test-oracle
OSRAM,66,0.6,0.634401428,0.613185843,0.629698090,,,53,0.648739828,per-rate-test-oracle
OSRAM,66,0.7,0.627532132,0.608159248,0.630314233,,,49,0.648739828,per-rate-test-oracle
OSRAM,67,0.0,0.666345904,0.633867431,0.682686383,,,42,0.647039427,per-rate-test-oracle
OSRAM,67,0.1,0.657486351,0.646432838,0.662969809,,,44,0.647039427,per-rate-test-oracle
OSRAM,67,0.2,0.663392695,0.626980069,0.679605669,,,42,0.647039427,per-rate-test-oracle
OSRAM,67,0.3,0.644440230,0.611267624,0.661737523,,,42,0.647039427,per-rate-test-oracle
OSRAM,67,0.4,0.650333846,0.614365405,0.667898953,,,42,0.647039427,per-rate-test-oracle
OSRAM,67,0.5,0.624706527,0.594389497,0.641404806,,,42,0.647039427,per-rate-test-oracle
OSRAM,67,0.6,0.647049517,0.628624803,0.656192237,,,44,0.647039427,per-rate-test-oracle
OSRAM,67,0.7,0.622560349,0.582079027,0.636475662,,,57,0.647039427,per-rate-test-oracle
OSRAM,68,0.0,0.668124496,0.651313308,0.667282810,,,54,0.642054826,per-rate-test-oracle
OSRAM,68,0.1,0.657736249,0.642466287,0.654959951,,,46,0.642054826,per-rate-test-oracle
OSRAM,68,0.2,0.651426142,0.637674635,0.649414664,,,63,0.642054826,per-rate-test-oracle
OSRAM,68,0.3,0.642129703,0.627298120,0.642637092,,,54,0.642054826,per-rate-test-oracle
OSRAM,68,0.4,0.643231657,0.637714402,0.640788663,,,45,0.642054826,per-rate-test-oracle
OSRAM,68,0.5,0.626611475,0.606415044,0.627233518,,,54,0.642054826,per-rate-test-oracle
OSRAM,68,0.6,0.616577242,0.597377872,0.614910659,,,77,0.642054826,per-rate-test-oracle
OSRAM,68,0.7,0.630601641,0.618733340,0.629081947,,,63,0.642054826,per-rate-test-oracle
OSRAM,69,0.0,0.665348088,0.643923733,0.671595810,,,45,0.648499789,per-rate-test-oracle
OSRAM,69,0.1,0.661168183,0.638008805,0.667898953,,,45,0.648499789,per-rate-test-oracle
OSRAM,69,0.2,0.656031815,0.634258564,0.660505237,,,45,0.648499789,per-rate-test-oracle
OSRAM,69,0.3,0.643831315,0.626014477,0.647566235,,,45,0.648499789,per-rate-test-oracle
OSRAM,69,0.4,0.652718405,0.633334400,0.656808380,,,45,0.648499789,per-rate-test-oracle
OSRAM,69,0.5,0.647379601,0.635359895,0.645717807,,,91,0.648499789,per-rate-test-oracle
OSRAM,69,0.6,0.635270514,0.624217824,0.632778805,,,41,0.648499789,per-rate-test-oracle
OSRAM,69,0.7,0.626250386,0.602350850,0.629698090,,,49,0.648499789,per-rate-test-oracle
OSRAM,70,0.0,0.687184763,0.668031328,0.690696242,,,33,0.657675882,per-rate-test-oracle
OSRAM,70,0.1,0.684614647,0.666102643,0.683918669,,,37,0.657675882,per-rate-test-oracle
OSRAM,70,0.2,0.660501834,0.645320028,0.659889094,,,37,0.657675882,per-rate-test-oracle
OSRAM,70,0.3,0.661463212,0.648481740,0.658040665,,,35,0.657675882,per-rate-test-oracle
OSRAM,70,0.4,0.661756873,0.650215322,0.659272951,,,35,0.657675882,per-rate-test-oracle
OSRAM,70,0.5,0.650301518,0.634398746,0.652495379,,,37,0.657675882,per-rate-test-oracle
OSRAM,70,0.6,0.623761763,0.599514571,0.628465804,,,37,0.657675882,per-rate-test-oracle
OSRAM,70,0.7,0.631822449,0.599807394,0.645101664,,,31,0.657675882,per-rate-test-oracle
