dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.1,audio,75,4,0.05333333333333334
CMUMOSI,0.1,text,70,3,0.04285714285714286
CMUMOSI,0.1,visual,68,4,0.058823529411764705
