dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.1,audio,71,1.1690140845070423,1.0,2.0
CMUMOSI,0.1,text,67,1.1194029850746268,1.0,2.0
CMUMOSI,0.1,visual,64,1.03125,1.0,1.0
