dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.7,audio,358,2.2541899441340782,2.0,4.0
CMUMOSI,0.7,text,381,2.1076115485564304,2.0,4.0
CMUMOSI,0.7,visual,354,2.022598870056497,2.0,4.0
