dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.7,audio,410,52,0.12682926829268293
CMUMOSI,0.7,text,405,24,0.05925925925925926
CMUMOSI,0.7,visual,405,51,0.1259259259259259
