audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.3922 val8_wf1=0.2544 cls=3.3777 jepa=3.4718
epoch=002 train_wf1=0.4893 val8_wf1=0.4903 cls=3.1414 jepa=3.6976
epoch=003 train_wf1=0.4973 val8_wf1=0.4179 cls=2.4778 jepa=2.8220
epoch=004 train_wf1=0.4647 val8_wf1=0.4902 cls=2.3365 jepa=2.6942
epoch=005 train_wf1=0.5029 val8_wf1=0.4729 cls=2.4458 jepa=2.6778
epoch=006 train_wf1=0.5156 val8_wf1=0.4187 cls=2.3252 jepa=2.6329
epoch=007 train_wf1=0.3953 val8_wf1=0.4397 cls=2.3348 jepa=2.5884
epoch=008 train_wf1=0.4979 val8_wf1=0.5129 cls=2.2911 jepa=2.5941
epoch=009 train_wf1=0.5550 val8_wf1=0.4767 cls=2.2345 jepa=2.5665
epoch=010 train_wf1=0.5767 val8_wf1=0.5147 cls=2.0806 jepa=2.5301
epoch=011 train_wf1=0.6360 val8_wf1=0.4988 cls=2.0176 jepa=2.5442
epoch=012 train_wf1=0.6267 val8_wf1=0.5804 cls=1.9029 jepa=2.5700
epoch=013 train_wf1=0.7147 val8_wf1=0.6732 cls=1.6665 jepa=2.5514
epoch=014 train_wf1=0.7307 val8_wf1=0.5303 cls=1.5294 jepa=2.5377
epoch=015 train_wf1=0.6344 val8_wf1=0.7297 cls=2.1454 jepa=2.5142
epoch=016 train_wf1=0.7110 val8_wf1=0.5368 cls=1.7087 jepa=2.5245
epoch=017 train_wf1=0.5423 val8_wf1=0.7038 cls=2.0121 jepa=2.5325
epoch=018 train_wf1=0.7229 val8_wf1=0.7302 cls=1.6967 jepa=2.5457
epoch=019 train_wf1=0.7365 val8_wf1=0.7493 cls=1.6606 jepa=2.5509
epoch=020 train_wf1=0.7547 val8_wf1=0.7467 cls=1.4277 jepa=2.5338
epoch=021 train_wf1=0.7660 val8_wf1=0.7714 cls=1.5750 jepa=2.5130
epoch=022 train_wf1=0.7736 val8_wf1=0.7506 cls=1.4740 jepa=2.5264
epoch=023 train_wf1=0.7829 val8_wf1=0.7474 cls=1.2967 jepa=2.5191
epoch=024 train_wf1=0.7862 val8_wf1=0.7359 cls=1.3055 jepa=2.5091
epoch=025 train_wf1=0.7872 val8_wf1=0.7438 cls=1.2234 jepa=2.5178
epoch=026 train_wf1=0.8016 val8_wf1=0.7370 cls=1.1551 jepa=2.5168
epoch=027 train_wf1=0.8040 val8_wf1=0.7197 cls=1.1344 jepa=2.5033
epoch=028 train_wf1=0.8144 val8_wf1=0.7347 cls=1.0858 jepa=2.5140
epoch=029 train_wf1=0.8233 val8_wf1=0.7370 cls=1.0301 jepa=2.5059
epoch=030 train_wf1=0.8258 val8_wf1=0.7377 cls=1.0288 jepa=2.4878
epoch=031 train_wf1=0.8370 val8_wf1=0.7449 cls=0.9651 jepa=2.4848
epoch=032 train_wf1=0.8352 val8_wf1=0.7425 cls=0.9467 jepa=2.4981
epoch=033 train_wf1=0.8471 val8_wf1=0.7580 cls=0.8907 jepa=2.4679
epoch=034 train_wf1=0.8448 val8_wf1=0.7670 cls=0.8258 jepa=2.4643
epoch=035 train_wf1=0.8471 val8_wf1=0.7642 cls=0.8735 jepa=2.4682
epoch=036 train_wf1=0.8523 val8_wf1=0.7469 cls=0.8131 jepa=2.4643
epoch=037 train_wf1=0.8300 val8_wf1=0.7644 cls=0.9457 jepa=2.4600
epoch=038 train_wf1=0.8517 val8_wf1=0.7583 cls=0.8491 jepa=2.4680
epoch=039 train_wf1=0.8591 val8_wf1=0.7709 cls=0.7542 jepa=2.4521
epoch=040 train_wf1=0.8698 val8_wf1=0.7591 cls=0.7357 jepa=2.4651
epoch=041 train_wf1=0.8566 val8_wf1=0.7731 cls=0.7457 jepa=2.4460
epoch=042 train_wf1=0.8651 val8_wf1=0.7691 cls=0.7005 jepa=2.4409
epoch=043 train_wf1=0.8729 val8_wf1=0.7711 cls=0.6698 jepa=2.4300
epoch=044 train_wf1=0.8752 val8_wf1=0.7525 cls=0.6802 jepa=2.4453
epoch=045 train_wf1=0.8686 val8_wf1=0.7458 cls=0.6796 jepa=2.4288
epoch=046 train_wf1=0.8688 val8_wf1=0.7642 cls=0.6825 jepa=2.4241
epoch=047 train_wf1=0.8755 val8_wf1=0.7432 cls=0.6506 jepa=2.4205
epoch=048 train_wf1=0.8873 val8_wf1=0.7611 cls=0.6675 jepa=2.4101
epoch=049 train_wf1=0.8836 val8_wf1=0.7535 cls=0.6375 jepa=2.4076
epoch=050 train_wf1=0.8888 val8_wf1=0.7691 cls=0.6153 jepa=2.4031
epoch=051 train_wf1=0.8875 val8_wf1=0.7490 cls=0.5994 jepa=2.4071
epoch=052 train_wf1=0.8872 val8_wf1=0.7508 cls=0.5960 jepa=2.3800
epoch=053 train_wf1=0.8974 val8_wf1=0.7549 cls=0.5182 jepa=2.3843
epoch=054 train_wf1=0.8840 val8_wf1=0.7175 cls=0.6145 jepa=2.3988
epoch=055 train_wf1=0.8563 val8_wf1=0.7698 cls=0.7308 jepa=2.3833
epoch=056 train_wf1=0.8974 val8_wf1=0.7441 cls=0.5789 jepa=2.3898
epoch=057 train_wf1=0.8874 val8_wf1=0.7325 cls=0.6028 jepa=2.3823
epoch=058 train_wf1=0.8833 val8_wf1=0.7533 cls=0.5647 jepa=2.3921
epoch=059 train_wf1=0.8936 val8_wf1=0.7563 cls=0.5983 jepa=2.3696
epoch=060 train_wf1=0.8944 val8_wf1=0.7159 cls=0.5425 jepa=2.3606
epoch=061 train_wf1=0.8784 val8_wf1=0.7677 cls=0.6257 jepa=2.3660
epoch=062 train_wf1=0.8928 val8_wf1=0.7832 cls=0.5212 jepa=2.3713
epoch=063 train_wf1=0.9060 val8_wf1=0.7612 cls=0.5454 jepa=2.3512
epoch=064 train_wf1=0.9163 val8_wf1=0.7591 cls=0.4719 jepa=2.3472
epoch=065 train_wf1=0.9127 val8_wf1=0.7614 cls=0.4986 jepa=2.3361
epoch=066 train_wf1=0.9107 val8_wf1=0.7526 cls=0.4844 jepa=2.3373
epoch=067 train_wf1=0.9059 val8_wf1=0.7560 cls=0.5076 jepa=2.3437
epoch=068 train_wf1=0.9062 val8_wf1=0.7283 cls=0.4715 jepa=2.3149
epoch=069 train_wf1=0.9029 val8_wf1=0.7512 cls=0.4835 jepa=2.3135
epoch=070 train_wf1=0.9169 val8_wf1=0.7546 cls=0.4601 jepa=2.3185
epoch=071 train_wf1=0.9241 val8_wf1=0.7549 cls=0.4077 jepa=2.2858
epoch=072 train_wf1=0.9190 val8_wf1=0.7386 cls=0.4377 jepa=2.2829
epoch=073 train_wf1=0.9219 val8_wf1=0.7378 cls=0.4175 jepa=2.2666
epoch=074 train_wf1=0.9241 val8_wf1=0.7500 cls=0.4023 jepa=2.2592
epoch=075 train_wf1=0.9266 val8_wf1=0.7445 cls=0.3978 jepa=2.2495
epoch=076 train_wf1=0.9274 val8_wf1=0.7375 cls=0.3906 jepa=2.2322
epoch=077 train_wf1=0.9266 val8_wf1=0.7414 cls=0.3935 jepa=2.2254
epoch=078 train_wf1=0.9333 val8_wf1=0.7258 cls=0.3864 jepa=2.2089
epoch=079 train_wf1=0.9264 val8_wf1=0.7306 cls=0.3829 jepa=2.2017
epoch=080 train_wf1=0.9293 val8_wf1=0.7287 cls=0.3698 jepa=2.1887
epoch=081 train_wf1=0.9244 val8_wf1=0.7410 cls=0.3703 jepa=2.1577
epoch=082 train_wf1=0.9336 val8_wf1=0.7280 cls=0.3353 jepa=2.1390
epoch=083 train_wf1=0.9329 val8_wf1=0.7254 cls=0.3256 jepa=2.1162
epoch=084 train_wf1=0.9393 val8_wf1=0.7198 cls=0.3147 jepa=2.1133
epoch=085 train_wf1=0.9356 val8_wf1=0.7331 cls=0.3107 jepa=2.1004
epoch=086 train_wf1=0.9356 val8_wf1=0.7370 cls=0.3247 jepa=2.0899
epoch=087 train_wf1=0.9380 val8_wf1=0.7426 cls=0.3105 jepa=2.0756
epoch=088 train_wf1=0.9424 val8_wf1=0.7353 cls=0.3114 jepa=2.0482
epoch=089 train_wf1=0.9266 val8_wf1=0.7320 cls=0.3545 jepa=2.0511
epoch=090 train_wf1=0.9345 val8_wf1=0.7209 cls=0.3564 jepa=2.0219
epoch=091 train_wf1=0.9514 val8_wf1=0.7298 cls=0.2773 jepa=2.0401
epoch=092 train_wf1=0.9455 val8_wf1=0.7172 cls=0.2689 jepa=1.9950
epoch=093 train_wf1=0.9407 val8_wf1=0.7248 cls=0.2661 jepa=1.9728
epoch=094 train_wf1=0.9461 val8_wf1=0.7172 cls=0.2460 jepa=1.9695
epoch=095 train_wf1=0.9503 val8_wf1=0.7237 cls=0.2361 jepa=1.9478
epoch=096 train_wf1=0.9505 val8_wf1=0.7170 cls=0.2490 jepa=1.9472
epoch=097 train_wf1=0.9487 val8_wf1=0.7274 cls=0.2276 jepa=1.9092
epoch=098 train_wf1=0.9518 val8_wf1=0.7120 cls=0.2106 jepa=1.8827
epoch=099 train_wf1=0.9522 val8_wf1=0.7273 cls=0.2223 jepa=1.8831
epoch=100 train_wf1=0.9448 val8_wf1=0.7110 cls=0.2378 jepa=1.8667
