rate,H4_mean,H4_std,H8_mean,H8_std,delta,positive_seed_count
0.0,0.8749975732744025,0.0024885848390675115,0.8718690374364927,0.005219856333844482,-0.0031285358379098405,2
0.1,0.850062207653682,0.009414521115777785,0.8527845927836972,0.0020685316608842087,0.0027223851300152146,2
0.2,0.8290302376360645,0.008578443026398389,0.8284669104919129,0.008583844479376473,-0.0005633271441516374,3
0.3,0.8153110436838789,0.00342309473747387,0.8111846479113358,0.00778192357282939,-0.0041263957725430345,2
0.4,0.7945241862463068,0.016875431433016674,0.7916554837918648,0.02008310523611987,-0.0028687024544420403,2
0.5,0.771162633148301,0.010125948664226763,0.7736515784340604,0.01009177402136344,0.002488945285759381,3
0.6,0.7623527555610932,0.0058766611360957,0.7676077627052461,0.010294696562912677,0.0052550071441529456,3
0.7,0.7548459086913071,0.024412073137343802,0.7520251701783758,0.024817591118139297,-0.002820738512931298,3
