model,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_8rate_mean,selection_policy
H8,66,0.0,0.8660371413744532,0.8629179331306991,0.8658536585365854,0.869947612285614,0.7854745333771522,37,0.804158073834061,per-rate-test-oracle
H8,66,0.1,0.8539196250325491,0.8505907473309609,0.8536585365853658,0.9094866514205933,0.755267954507432,37,0.804158073834061,per-rate-test-oracle
H8,66,0.2,0.8297049921682915,0.8259930465426919,0.8292682926829268,0.9103536605834961,0.7098070992398766,47,0.804158073834061,per-rate-test-oracle
H8,66,0.3,0.8070000372689863,0.8029363692057327,0.8064024390243902,1.0065770149230957,0.6708576066899142,36,0.804158073834061,per-rate-test-oracle
H8,66,0.4,0.7989679659353282,0.7941872736088531,0.7987804878048781,0.947083592414856,0.6682450987768295,59,0.804158073834061,per-rate-test-oracle
H8,66,0.5,0.7709875569396195,0.7649711468643712,0.7713414634146342,1.037892460823059,0.6191300813021551,47,0.804158073834061,per-rate-test-oracle
H8,66,0.6,0.7669330109990555,0.7613325882506807,0.7667682926829268,1.0442960262298584,0.6093103514525089,47,0.804158073834061,per-rate-test-oracle
H8,66,0.7,0.7582080706385649,0.7513720974860871,0.7591463414634146,1.0578982830047607,0.6009882313844139,47,0.804158073834061,per-rate-test-oracle
H8,67,0.0,0.8736753166697843,0.8707653016417802,0.8734756097560976,0.7760542035102844,0.8062891986658456,56,0.7942326742442586,per-rate-test-oracle
H8,67,0.1,0.8536585365853658,0.8500328624634464,0.8536585365853658,0.9642944931983948,0.7440956981904401,21,0.7942326742442586,per-rate-test-oracle
H8,67,0.2,0.8247649567215172,0.8175877650330206,0.8292682926829268,0.9194704294204712,0.7262322191235239,32,0.7942326742442586,per-rate-test-oracle
H8,67,0.3,0.8006653875426425,0.7947295957174355,0.801829268292683,0.9432224631309509,0.7045544402844528,62,0.7942326742442586,per-rate-test-oracle
H8,67,0.4,0.7595760495327374,0.7540972716488731,0.7591463414634146,1.03299880027771,0.596091505828448,48,0.7942326742442586,per-rate-test-oracle
H8,67,0.5,0.7575117776410168,0.7483252176479268,0.7621951219512195,1.0614291429519653,0.5888566020796049,40,0.7942326742442586,per-rate-test-oracle
H8,67,0.6,0.7701361578009954,0.76078052943234,0.7759146341463414,1.025976538658142,0.6322749249516425,40,0.7942326742442586,per-rate-test-oracle
H8,67,0.7,0.7693973635886482,0.7632815953925751,0.7698170731707317,1.0405114889144897,0.5882831743589013,55,0.7942326742442586,per-rate-test-oracle
H8,68,0.0,0.8674717121367179,0.864287158024897,0.8673780487804879,0.8948442339897156,0.7718472280109242,40,0.7955740644079448,per-rate-test-oracle
H8,68,0.1,0.8497319471390872,0.8468644996993597,0.8490853658536586,0.8516027331352234,0.7590722406463469,54,0.7955740644079448,per-rate-test-oracle
H8,68,0.2,0.8372770960090453,0.8336899219296063,0.836890243902439,0.9116886854171753,0.7252201520516315,54,0.7955740644079448,per-rate-test-oracle
H8,68,0.3,0.8141349158695074,0.8083663482268528,0.8155487804878049,0.9239774346351624,0.6809566190639224,89,0.7955740644079448,per-rate-test-oracle
H8,68,0.4,0.7961771666726793,0.7916334812454963,0.7957317073170732,0.956967830657959,0.6787727195379585,54,0.7955740644079448,per-rate-test-oracle
H8,68,0.5,0.7761318967786598,0.7694655459595814,0.7774390243902439,0.973283052444458,0.6704623484464113,55,0.7955740644079448,per-rate-test-oracle
H8,68,0.6,0.7673900426396318,0.760813663404337,0.7682926829268293,1.0358341932296753,0.6019300267653211,71,0.7955740644079448,per-rate-test-oracle
H8,68,0.7,0.7083105724863034,0.7005747332449128,0.7088414634146342,1.1554661989212036,0.47480840678317754,46,0.7955740644079448,per-rate-test-oracle
H8,69,0.0,0.8731732333680404,0.8697463009700608,0.8734756097560976,0.9519368410110474,0.7968640600197622,37,0.8020125060510825,per-rate-test-oracle
H8,69,0.1,0.8516939840295528,0.847612478955473,0.8521341463414634,0.802566409111023,0.7599541376923878,42,0.8020125060510825,per-rate-test-oracle
H8,69,0.2,0.8348261989113398,0.8302391335601669,0.8353658536585366,0.8703732490539551,0.7168233461282945,63,0.8020125060510825,per-rate-test-oracle
H8,69,0.3,0.8213211360256414,0.816582428218088,0.8216463414634146,0.898085355758667,0.709540893183743,40,0.8020125060510825,per-rate-test-oracle
H8,69,0.4,0.7894213209490719,0.7839942734430924,0.7896341463414634,0.9598336219787598,0.6630521181409208,62,0.8020125060510825,per-rate-test-oracle
H8,69,0.5,0.7813632960435676,0.7753462318621922,0.7820121951219512,1.0372625589370728,0.6299517914978328,39,0.8020125060510825,per-rate-test-oracle
H8,69,0.6,0.7523729790447078,0.7472814462398756,0.7515243902439024,1.049062967300415,0.6114522943762375,44,0.8020125060510825,per-rate-test-oracle
H8,69,0.7,0.7599299387446988,0.754934506076512,0.7591463414634146,1.076762318611145,0.5819608202063147,40,0.8020125060510825,per-rate-test-oracle
H8,70,0.0,0.8789877836334679,0.8754754610440318,0.8795731707317073,0.7235127091407776,0.8111689091694501,50,0.8033899839408539,per-rate-test-oracle
