dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.7,audio,695,39,0.05611510791366906
IEMOCAPFour,0.7,text,727,35,0.048143053645116916
IEMOCAPFour,0.7,visual,726,43,0.05922865013774105
