dataset,missing_rate,target_modality,distance_bucket,head_count,err_pre_mean,err_decay_mean,err_post_mean,decay_damage_mean,write_damage_mean,cos_pre_mean,cos_decay_mean,cos_post_mean,norm_ratio_pre_mean,norm_ratio_decay_mean,norm_ratio_post_mean,decay_damage_median,write_damage_median
IEMOCAPFour,0.5,audio,1,2504,0.0016446193125195276,0.020755276876909378,0.2742086488246983,0.01911065755888058,0.2534533717387621,0.9999989413034421,0.9999989402560762,0.9377756531539257,0.9991902901103702,0.9792942617076654,0.9769959924891353,0.019251476041972637,0.16887088119983673
IEMOCAPFour,0.5,audio,2-3,1488,0.29171235206153906,0.2944943636445509,0.3886735023610214,0.002782011584889504,0.09417913863886028,0.9312346159688307,0.931234616170367,0.8987971719764974,0.9690978908610921,0.9498058198600687,0.9507236214334606,0.003717869520187378,0.03418594226241112
IEMOCAPFour,0.5,audio,4-7,264,0.4777099879627878,0.47785220484277513,0.5293275295954311,0.00014221687998735544,0.051475324470436935,0.8595507781613957,0.8595507819995736,0.8331360450070916,0.930075817374569,0.9115629388075887,0.9236358940375574,0.0026282072067260742,0.007975608110427856
IEMOCAPFour,0.5,audio,8+,8,0.45741760917007923,0.46298617124557495,0.501269843429327,0.00556856207549572,0.03828367218375206,0.9045846983790398,0.9045846983790398,0.8760057091712952,0.7323172837495804,0.7177530974149704,0.7220558226108551,0.005549535155296326,0.03921033442020416
IEMOCAPFour,0.5,text,1,2456,0.0022757911558091604,0.021418070766455966,0.27465366884642844,0.019142279625151318,0.25323559835375703,0.9999985144707202,0.9999985152473279,0.9385523680511844,0.9985323982246536,0.9786494546585052,0.9524237906578503,0.01926515717059374,0.17513485997915268
IEMOCAPFour,0.5,text,2-3,1520,0.3062071057826918,0.3093993527361339,0.41564016418874655,0.0031922469534421045,0.10624081150530593,0.9253072324208915,0.9253072354109272,0.8816884512394225,0.9449877128201095,0.926167018888028,0.9290405903795832,0.0037728697061538696,0.039624497294425964
IEMOCAPFour,0.5,text,4-7,368,0.46687518785019283,0.46850475796457863,0.4979180967759179,0.0016295701143858225,0.029413338892323816,0.8577268307056763,0.857726835605243,0.8426718342968303,0.8731944171468848,0.8558070847521657,0.8605392893533343,0.0024080462753772736,0.0035598576068878174
IEMOCAPFour,0.5,text,8+,24,0.5250958843777577,0.5257267660150925,0.5082473009824753,0.0006308816373348236,-0.017479466274380684,0.8509369591871897,0.8509369666377703,0.8465128553410372,0.8410503168900808,0.8243133003513018,0.7935872363547484,0.002067059278488159,-0.0016458705067634583
IEMOCAPFour,0.5,visual,1,2440,0.0017021177315550853,0.020885189595922338,0.25950212590129224,0.019183071854249497,0.23861693630002623,0.9999989379869133,0.9999989406495798,0.9437884038863856,0.9990573012682258,0.9791639187296883,0.982024360643547,0.019272261299192905,0.16221939027309418
IEMOCAPFour,0.5,visual,2-3,1544,0.2947390660820915,0.2969379754401647,0.38443470981280886,0.0021989093574700113,0.08749673444382036,0.9310665538563475,0.9310665528912464,0.8999746881517066,0.9768618263613066,0.9574142425789116,0.956870449677959,0.0029140040278434753,0.03935614228248596
IEMOCAPFour,0.5,visual,4-7,384,0.4555237636183544,0.4553951706426839,0.501355416374281,-0.0001285929756704718,0.04596024553757161,0.8661105835150616,0.8661105816524165,0.8441463267275443,0.9444347678218037,0.9256352186203003,0.9337175054630885,0.0004531592130661011,0.013158321380615234
IEMOCAPFour,0.5,visual,8+,40,0.6510484516620636,0.6478905513882637,0.6275758922100068,-0.0031579002737998963,-0.020314659178256988,0.7833560694009065,0.7833560705184937,0.7873770453035831,0.9808077394962311,0.9613090470433235,0.9317526981234551,-0.001526758074760437,-0.00019593536853790283
