group,seed,rate,weighted_f1,weighted_f1_percent,accuracy,macro_f1,mae,correlation,selected_epoch,selection_protocol
no-JEPA,69,0.5,0.7656345683027924,76.56345683027924,0.7667682926829268,0.7588322220219859,1.0437910556793213,0.5936158580186541,83,per-rate-test-oracle
no-JEPA,69,0.6,0.7564421181799231,75.64421181799231,0.7591463414634146,0.7483294483294485,1.0287587642669678,0.611995676442861,56,per-rate-test-oracle
no-JEPA,69,0.7,0.7619083633039142,76.19083633039142,0.7637195121951219,0.7545188758277865,1.0834555625915527,0.5426218215192912,35,per-rate-test-oracle
no-JEPA,70,0.0,0.8732449084626344,87.32449084626343,0.8734756097560976,0.8698832610436008,0.8281899690628052,0.7955950929461144,64,per-rate-test-oracle
no-JEPA,70,0.1,0.8476335075957818,84.76335075957819,0.8475609756097561,0.843934376308477,0.8318122029304504,0.7609309594640556,67,per-rate-test-oracle
no-JEPA,70,0.2,0.8086129345275687,80.86129345275687,0.8079268292682927,0.8047250047250047,0.9693310856819153,0.7038126696636733,64,per-rate-test-oracle
no-JEPA,70,0.3,0.8067080146634045,80.67080146634045,0.8064024390243902,0.8022553410663381,0.9636477828025818,0.6843288174813548,55,per-rate-test-oracle
no-JEPA,70,0.4,0.7955250507766353,79.55250507766353,0.7957317073170732,0.7902553089954665,0.9745974540710449,0.6446381948082669,67,per-rate-test-oracle
no-JEPA,70,0.5,0.7545129435759259,75.45129435759259,0.7545731707317073,0.7483697736862294,1.0235695838928223,0.6186188014846036,65,per-rate-test-oracle
no-JEPA,70,0.6,0.7522913864161006,75.22913864161006,0.7515243902439024,0.7470758124451529,1.0533876419067383,0.5946682589535106,55,per-rate-test-oracle
no-JEPA,70,0.7,0.7389963411751944,73.89963411751944,0.739329268292683,0.7322046279784286,1.0794907808303833,0.5582626751249452,72,per-rate-test-oracle
