dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.7,audio,717,55,0.07670850767085077
IEMOCAPFour,0.7,text,696,34,0.04885057471264368
IEMOCAPFour,0.7,visual,742,44,0.05929919137466307
