dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.7,audio,662,2.3610271903323263,2.0,5.0
IEMOCAPFour,0.7,text,662,2.1495468277945617,2.0,4.0
IEMOCAPFour,0.7,visual,698,2.491404011461318,2.0,5.0
