dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.3,audio,379,16,0.04221635883905013
IEMOCAPFour,0.3,text,371,12,0.03234501347708895
IEMOCAPFour,0.3,visual,344,3,0.00872093023255814
