dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.3,audio,363,1.3415977961432506,1.0,2.0
IEMOCAPFour,0.3,text,359,1.350974930362117,1.0,2.0
IEMOCAPFour,0.3,visual,341,1.316715542521994,1.0,2.0
