dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
IEMOCAPFour,0.7,audio,742,51,0.06873315363881402
IEMOCAPFour,0.7,text,703,47,0.06685633001422475
IEMOCAPFour,0.7,visual,728,29,0.03983516483516483
