audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.4863 val8_wf1=0.2547 cls=2.4712 jepa=3.0802
epoch=002 train_wf1=0.5167 val8_wf1=0.4187 cls=2.2972 jepa=2.9680
epoch=003 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2611 jepa=2.5974
epoch=004 train_wf1=0.4549 val8_wf1=0.4131 cls=2.2593 jepa=2.5460
epoch=005 train_wf1=0.5393 val8_wf1=0.4027 cls=2.1585 jepa=2.4921
epoch=006 train_wf1=0.5981 val8_wf1=0.4068 cls=2.0046 jepa=2.4667
epoch=007 train_wf1=0.6601 val8_wf1=0.4393 cls=1.9117 jepa=2.4567
epoch=008 train_wf1=0.6951 val8_wf1=0.5975 cls=1.7173 jepa=2.4437
epoch=009 train_wf1=0.7073 val8_wf1=0.6019 cls=1.6298 jepa=2.3960
epoch=010 train_wf1=0.7091 val8_wf1=0.6007 cls=1.5883 jepa=2.4106
epoch=011 train_wf1=0.7337 val8_wf1=0.4893 cls=1.5766 jepa=2.4010
epoch=012 train_wf1=0.6235 val8_wf1=0.5916 cls=2.3162 jepa=2.3961
epoch=013 train_wf1=0.7243 val8_wf1=0.4642 cls=1.5877 jepa=2.3728
epoch=014 train_wf1=0.6514 val8_wf1=0.5750 cls=1.8862 jepa=2.3746
epoch=015 train_wf1=0.6893 val8_wf1=0.6395 cls=1.5327 jepa=2.3737
epoch=016 train_wf1=0.7662 val8_wf1=0.6888 cls=1.3422 jepa=2.3843
epoch=017 train_wf1=0.7742 val8_wf1=0.5713 cls=1.3227 jepa=2.3685
epoch=018 train_wf1=0.6658 val8_wf1=0.5643 cls=1.8281 jepa=2.3626
epoch=019 train_wf1=0.7267 val8_wf1=0.6672 cls=1.3456 jepa=2.3546
epoch=020 train_wf1=0.7350 val8_wf1=0.6079 cls=1.6359 jepa=2.3353
epoch=021 train_wf1=0.7436 val8_wf1=0.7036 cls=1.4898 jepa=2.3362
epoch=022 train_wf1=0.7590 val8_wf1=0.6581 cls=1.2998 jepa=2.3523
epoch=023 train_wf1=0.7762 val8_wf1=0.7202 cls=1.1419 jepa=2.3367
epoch=024 train_wf1=0.7672 val8_wf1=0.6848 cls=1.4297 jepa=2.3356
epoch=025 train_wf1=0.7897 val8_wf1=0.7409 cls=1.1860 jepa=2.3200
epoch=026 train_wf1=0.7887 val8_wf1=0.6976 cls=1.2018 jepa=2.3082
epoch=027 train_wf1=0.7902 val8_wf1=0.7344 cls=1.1486 jepa=2.3021
epoch=028 train_wf1=0.8175 val8_wf1=0.7379 cls=1.0244 jepa=2.3096
epoch=029 train_wf1=0.8349 val8_wf1=0.7504 cls=0.9464 jepa=2.3022
epoch=030 train_wf1=0.8306 val8_wf1=0.7342 cls=0.9588 jepa=2.2738
epoch=031 train_wf1=0.8354 val8_wf1=0.7378 cls=0.9530 jepa=2.2629
epoch=032 train_wf1=0.8469 val8_wf1=0.7369 cls=0.9119 jepa=2.2554
epoch=033 train_wf1=0.8495 val8_wf1=0.7310 cls=0.8346 jepa=2.2500
epoch=034 train_wf1=0.8338 val8_wf1=0.7530 cls=0.9835 jepa=2.2366
epoch=035 train_wf1=0.8542 val8_wf1=0.7319 cls=0.8637 jepa=2.2102
epoch=036 train_wf1=0.8549 val8_wf1=0.7258 cls=0.8331 jepa=2.2039
epoch=037 train_wf1=0.8499 val8_wf1=0.7393 cls=0.8336 jepa=2.2054
epoch=038 train_wf1=0.8609 val8_wf1=0.7134 cls=0.8015 jepa=2.1657
epoch=039 train_wf1=0.8369 val8_wf1=0.7465 cls=0.8793 jepa=2.1773
epoch=040 train_wf1=0.8700 val8_wf1=0.7406 cls=0.7179 jepa=2.1458
epoch=041 train_wf1=0.8759 val8_wf1=0.7237 cls=0.6697 jepa=2.1342
epoch=042 train_wf1=0.8768 val8_wf1=0.7489 cls=0.6624 jepa=2.1240
epoch=043 train_wf1=0.8801 val8_wf1=0.7204 cls=0.6438 jepa=2.0886
epoch=044 train_wf1=0.8672 val8_wf1=0.7343 cls=0.6970 jepa=2.0678
epoch=045 train_wf1=0.8865 val8_wf1=0.7066 cls=0.6343 jepa=2.0747
epoch=046 train_wf1=0.8828 val8_wf1=0.7081 cls=0.6449 jepa=2.0424
epoch=047 train_wf1=0.8664 val8_wf1=0.7290 cls=0.6701 jepa=2.0344
epoch=048 train_wf1=0.8890 val8_wf1=0.7203 cls=0.5867 jepa=2.0198
epoch=049 train_wf1=0.8948 val8_wf1=0.7025 cls=0.5769 jepa=2.0026
epoch=050 train_wf1=0.9050 val8_wf1=0.7058 cls=0.5232 jepa=2.0009
epoch=051 train_wf1=0.8938 val8_wf1=0.7114 cls=0.5761 jepa=1.9351
epoch=052 train_wf1=0.9000 val8_wf1=0.7098 cls=0.5227 jepa=1.9518
epoch=053 train_wf1=0.8973 val8_wf1=0.7056 cls=0.5236 jepa=1.9389
epoch=054 train_wf1=0.9055 val8_wf1=0.6981 cls=0.4986 jepa=1.9219
epoch=055 train_wf1=0.9088 val8_wf1=0.7060 cls=0.5145 jepa=1.8985
epoch=056 train_wf1=0.9193 val8_wf1=0.7071 cls=0.4341 jepa=1.8730
epoch=057 train_wf1=0.9112 val8_wf1=0.7149 cls=0.4554 jepa=1.8441
epoch=058 train_wf1=0.9206 val8_wf1=0.7015 cls=0.3948 jepa=1.8331
epoch=059 train_wf1=0.9253 val8_wf1=0.7134 cls=0.3970 jepa=1.8301
epoch=060 train_wf1=0.9239 val8_wf1=0.7234 cls=0.3939 jepa=1.7884
epoch=061 train_wf1=0.9274 val8_wf1=0.7021 cls=0.3725 jepa=1.7807
epoch=062 train_wf1=0.9274 val8_wf1=0.6949 cls=0.3513 jepa=1.7444
epoch=063 train_wf1=0.9310 val8_wf1=0.6988 cls=0.3421 jepa=1.7234
epoch=064 train_wf1=0.9326 val8_wf1=0.7075 cls=0.3497 jepa=1.7044
epoch=065 train_wf1=0.9322 val8_wf1=0.7107 cls=0.3152 jepa=1.6860
epoch=066 train_wf1=0.9271 val8_wf1=0.7342 cls=0.3301 jepa=1.6514
epoch=067 train_wf1=0.9344 val8_wf1=0.7250 cls=0.2895 jepa=1.6540
epoch=068 train_wf1=0.9355 val8_wf1=0.7090 cls=0.2869 jepa=1.6332
