dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.5,audio,314,1.9394904458598725,1.0,4.0
CMUMOSI,0.5,text,300,1.74,1.0,3.0
CMUMOSI,0.5,visual,311,1.7363344051446945,1.0,3.0
