dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.5,audio,346,32,0.09248554913294797
CMUMOSI,0.5,text,325,25,0.07692307692307693
CMUMOSI,0.5,visual,326,15,0.046012269938650305
