dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.7,audio,347,2.2622478386167146,2.0,4.0
CMUMOSI,0.7,text,375,2.624,2.0,6.0
CMUMOSI,0.7,visual,340,2.0294117647058822,2.0,4.0
