dataset,missing_rate,overlap_bucket,head_count,max_key_overlap_mean,mean_key_overlap_mean,write_damage_mean,write_damage_median,decay_damage_mean
CMUMOSI,0.7,"[0,.1)",2697,0.052417246029844516,0.051694576492450905,0.013448131738612508,0.002481715753674507,0.017230083018093804
CMUMOSI,0.7,"[.1,.2)",2147,0.14588180098649675,0.14153873588339805,0.03611872199025746,0.013548517599701881,0.014385015500295589
CMUMOSI,0.7,"[.2,.4)",1820,0.2992787804577377,0.2820576485573918,0.07869437423401646,0.02763162925839424,0.013259146123060159
CMUMOSI,0.7,"[.4,.6)",1730,0.46221318551570695,0.44016611733705324,0.13601438793208384,0.060790373012423515,0.01148258733503908
CMUMOSI,0.7,"[.6,1]",102,0.6145946605532777,0.6119503875573477,0.25883293849434336,0.17884450405836105,0.012613956268657656
