dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.3,audio,223,9,0.04035874439461883
CMUMOSI,0.3,text,205,12,0.05853658536585366
CMUMOSI,0.3,visual,175,6,0.03428571428571429
