audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.4892 val8_wf1=0.2544 cls=2.3051 jepa=3.2156
epoch=002 train_wf1=0.4739 val8_wf1=0.4187 cls=2.5813 jepa=2.9798
epoch=003 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2546 jepa=2.6098
epoch=004 train_wf1=0.3922 val8_wf1=0.4187 cls=2.4517 jepa=2.5099
epoch=005 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2437 jepa=2.4618
epoch=006 train_wf1=0.3935 val8_wf1=0.7543 cls=2.2299 jepa=2.4491
epoch=007 train_wf1=0.7115 val8_wf1=0.7290 cls=1.9017 jepa=2.4240
epoch=008 train_wf1=0.6979 val8_wf1=0.5880 cls=3.3860 jepa=2.4357
epoch=009 train_wf1=0.5902 val8_wf1=0.6239 cls=3.0357 jepa=2.4516
epoch=010 train_wf1=0.6939 val8_wf1=0.6912 cls=1.8620 jepa=2.4621
epoch=011 train_wf1=0.6346 val8_wf1=0.7034 cls=2.1913 jepa=2.4185
epoch=012 train_wf1=0.7167 val8_wf1=0.7528 cls=1.8431 jepa=2.4042
epoch=013 train_wf1=0.7520 val8_wf1=0.7632 cls=1.6409 jepa=2.4083
epoch=014 train_wf1=0.7603 val8_wf1=0.7842 cls=1.5587 jepa=2.3913
epoch=015 train_wf1=0.7637 val8_wf1=0.7595 cls=1.6041 jepa=2.3917
epoch=016 train_wf1=0.7806 val8_wf1=0.7450 cls=1.3590 jepa=2.3889
epoch=017 train_wf1=0.7991 val8_wf1=0.7668 cls=1.3614 jepa=2.3826
epoch=018 train_wf1=0.8095 val8_wf1=0.7796 cls=1.2207 jepa=2.3681
epoch=019 train_wf1=0.8187 val8_wf1=0.7850 cls=1.1542 jepa=2.3650
epoch=020 train_wf1=0.8524 val8_wf1=0.7955 cls=1.0155 jepa=2.3685
epoch=021 train_wf1=0.8522 val8_wf1=0.7954 cls=0.9478 jepa=2.3503
epoch=022 train_wf1=0.8556 val8_wf1=0.7963 cls=0.9098 jepa=2.3554
epoch=023 train_wf1=0.8604 val8_wf1=0.8186 cls=0.8587 jepa=2.3547
epoch=024 train_wf1=0.8484 val8_wf1=0.7942 cls=0.9145 jepa=2.3503
epoch=025 train_wf1=0.8398 val8_wf1=0.8148 cls=0.9187 jepa=2.3419
epoch=026 train_wf1=0.8650 val8_wf1=0.7852 cls=0.8022 jepa=2.3386
epoch=027 train_wf1=0.8558 val8_wf1=0.8029 cls=0.7344 jepa=2.3458
epoch=028 train_wf1=0.8555 val8_wf1=0.8008 cls=0.7702 jepa=2.3238
epoch=029 train_wf1=0.8686 val8_wf1=0.7872 cls=0.7785 jepa=2.3350
epoch=030 train_wf1=0.8620 val8_wf1=0.7921 cls=0.7350 jepa=2.3174
epoch=031 train_wf1=0.8613 val8_wf1=0.7937 cls=0.7366 jepa=2.3241
epoch=032 train_wf1=0.8688 val8_wf1=0.7872 cls=0.7173 jepa=2.3317
epoch=033 train_wf1=0.8723 val8_wf1=0.7989 cls=0.6948 jepa=2.3305
epoch=034 train_wf1=0.8705 val8_wf1=0.8083 cls=0.7076 jepa=2.3283
epoch=035 train_wf1=0.8797 val8_wf1=0.7870 cls=0.6610 jepa=2.3243
epoch=036 train_wf1=0.8709 val8_wf1=0.7908 cls=0.6642 jepa=2.3142
