dataset,missing_rate,overlap_bucket,head_count,max_key_overlap_mean,mean_key_overlap_mean,write_damage_mean,write_damage_median,decay_damage_mean
CMUMOSI,0.3,"[0,.1)",665,0.055718203078731335,0.05213486227816097,0.014772100220049234,0.0029937829822301865,0.018087851369571417
CMUMOSI,0.3,"[.1,.2)",1172,0.15474796489059112,0.13659347281330375,0.04740272816620233,0.019311044365167618,0.01769951909602502
CMUMOSI,0.3,"[.2,.4)",1454,0.28584529875561165,0.23855694217358855,0.09297516554891243,0.05508536100387573,0.01637665666076143
CMUMOSI,0.3,"[.4,.6)",781,0.4933356601892757,0.37158086758569625,0.2032398747187227,0.11816185712814331,0.01593353049102193
CMUMOSI,0.3,"[.6,1]",328,0.6298516894259104,0.5087867774432753,0.2231612974073647,0.1866634637117386,0.014030096251744686
