dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
CMUMOSI,0.3,audio,176,1.4318181818181819,1.0,2.0
CMUMOSI,0.3,text,183,1.3934426229508197,1.0,2.0
CMUMOSI,0.3,visual,191,1.4397905759162304,1.0,2.0
