audio dimension: 512; text dimension: 1024; video dimension: 1024
epoch=001 train_wf1=0.3921 val8_wf1=0.3423 cls=2.3181 jepa=2.9559
epoch=002 train_wf1=0.5349 val8_wf1=0.4187 cls=2.2704 jepa=2.7482
epoch=003 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2449 jepa=2.5698
epoch=004 train_wf1=0.4328 val8_wf1=0.4187 cls=2.2856 jepa=2.4984
epoch=005 train_wf1=0.3922 val8_wf1=0.4187 cls=2.2527 jepa=2.4520
epoch=006 train_wf1=0.3922 val8_wf1=0.4122 cls=2.2370 jepa=2.4314
epoch=007 train_wf1=0.4976 val8_wf1=0.3892 cls=2.2118 jepa=2.4086
epoch=008 train_wf1=0.6197 val8_wf1=0.3843 cls=1.9864 jepa=2.3856
epoch=009 train_wf1=0.5675 val8_wf1=0.4109 cls=2.2562 jepa=2.3405
epoch=010 train_wf1=0.6393 val8_wf1=0.4948 cls=2.1953 jepa=2.3702
epoch=011 train_wf1=0.6687 val8_wf1=0.4369 cls=2.0692 jepa=2.3771
epoch=012 train_wf1=0.5239 val8_wf1=0.4491 cls=2.0536 jepa=2.3783
epoch=013 train_wf1=0.6138 val8_wf1=0.6348 cls=1.8362 jepa=2.3524
epoch=014 train_wf1=0.6999 val8_wf1=0.6562 cls=1.7416 jepa=2.3373
epoch=015 train_wf1=0.7109 val8_wf1=0.6367 cls=1.7801 jepa=2.3281
epoch=016 train_wf1=0.7196 val8_wf1=0.6715 cls=1.6347 jepa=2.3498
epoch=017 train_wf1=0.7257 val8_wf1=0.6960 cls=1.5301 jepa=2.3303
epoch=018 train_wf1=0.7393 val8_wf1=0.7271 cls=1.5162 jepa=2.3111
epoch=019 train_wf1=0.7493 val8_wf1=0.7118 cls=1.4278 jepa=2.3083
epoch=020 train_wf1=0.7418 val8_wf1=0.6840 cls=1.4630 jepa=2.2842
epoch=021 train_wf1=0.7189 val8_wf1=0.7053 cls=1.6559 jepa=2.2866
epoch=022 train_wf1=0.7459 val8_wf1=0.7078 cls=1.4719 jepa=2.2997
epoch=023 train_wf1=0.7265 val8_wf1=0.6974 cls=1.6080 jepa=2.2846
epoch=024 train_wf1=0.7485 val8_wf1=0.7239 cls=1.4723 jepa=2.2795
epoch=025 train_wf1=0.7464 val8_wf1=0.7109 cls=1.5228 jepa=2.2581
epoch=026 train_wf1=0.7712 val8_wf1=0.6586 cls=1.4326 jepa=2.2473
epoch=027 train_wf1=0.7462 val8_wf1=0.6958 cls=1.3767 jepa=2.2448
epoch=028 train_wf1=0.7728 val8_wf1=0.7178 cls=1.3180 jepa=2.2512
epoch=029 train_wf1=0.7796 val8_wf1=0.7136 cls=1.2599 jepa=2.2480
epoch=030 train_wf1=0.7848 val8_wf1=0.7180 cls=1.2309 jepa=2.2191
epoch=031 train_wf1=0.7889 val8_wf1=0.7043 cls=1.1981 jepa=2.1980
epoch=032 train_wf1=0.7855 val8_wf1=0.7167 cls=1.1900 jepa=2.1926
epoch=033 train_wf1=0.8038 val8_wf1=0.7334 cls=1.1204 jepa=2.1810
epoch=034 train_wf1=0.8131 val8_wf1=0.7441 cls=1.0709 jepa=2.1659
epoch=035 train_wf1=0.8259 val8_wf1=0.7447 cls=0.9866 jepa=2.1401
epoch=036 train_wf1=0.8226 val8_wf1=0.7335 cls=0.9852 jepa=2.1331
epoch=037 train_wf1=0.8172 val8_wf1=0.7627 cls=1.0364 jepa=2.1541
epoch=038 train_wf1=0.8277 val8_wf1=0.7354 cls=1.0081 jepa=2.1033
epoch=039 train_wf1=0.8079 val8_wf1=0.7552 cls=1.0879 jepa=2.1215
epoch=040 train_wf1=0.8337 val8_wf1=0.7678 cls=0.9352 jepa=2.0938
epoch=041 train_wf1=0.8347 val8_wf1=0.7631 cls=0.8787 jepa=2.0853
epoch=042 train_wf1=0.8250 val8_wf1=0.7857 cls=0.9516 jepa=2.0824
epoch=043 train_wf1=0.8447 val8_wf1=0.7837 cls=0.8950 jepa=2.0482
epoch=044 train_wf1=0.8481 val8_wf1=0.7791 cls=0.8030 jepa=2.0407
epoch=045 train_wf1=0.8493 val8_wf1=0.7728 cls=0.8485 jepa=2.0536
epoch=046 train_wf1=0.8462 val8_wf1=0.7867 cls=0.8464 jepa=2.0157
epoch=047 train_wf1=0.8653 val8_wf1=0.7794 cls=0.7838 jepa=2.0177
epoch=048 train_wf1=0.8581 val8_wf1=0.7765 cls=0.7555 jepa=1.9960
epoch=049 train_wf1=0.8725 val8_wf1=0.7749 cls=0.7253 jepa=1.9861
epoch=050 train_wf1=0.8742 val8_wf1=0.7614 cls=0.7036 jepa=1.9880
epoch=051 train_wf1=0.8732 val8_wf1=0.7704 cls=0.7267 jepa=1.9377
epoch=052 train_wf1=0.8866 val8_wf1=0.7856 cls=0.6780 jepa=1.9419
epoch=053 train_wf1=0.8831 val8_wf1=0.7643 cls=0.6914 jepa=1.9600
