dataset,missing_rate,target_modality,history_query_count,distance_mean,distance_median,distance_p90
IEMOCAPFour,0.3,audio,354,1.3531073446327684,1.0,2.0
IEMOCAPFour,0.3,text,342,1.3596491228070176,1.0,2.0
IEMOCAPFour,0.3,visual,351,1.3903133903133904,1.0,2.0
