dataset,missing_rate,target_modality,missing_count,no_history_count,no_history_ratio
CMUMOSI,0.1,audio,86,9,0.10465116279069768
CMUMOSI,0.1,text,64,4,0.0625
CMUMOSI,0.1,visual,62,4,0.06451612903225806
