model,seed,rate,weighted_f1,macro_f1,accuracy,mae,correlation,selected_epoch,selection_8rate_mean,selection_policy
H8+V64+Out700,66,0.0,0.8716817952473558,0.8682466358706566,0.8719512195121951,0.8006669878959656,0.7873656879684127,54,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.1,0.8574476581827847,0.8532385523039728,0.8582317073170732,0.8296340703964233,0.7541156655528439,54,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.2,0.8330337774183292,0.8281876614404997,0.8338414634146342,0.8814684748649597,0.7064100719770363,54,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.3,0.8119418560374743,0.8067663392940534,0.8125,0.945522665977478,0.6534383722596345,60,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.4,0.8015455640216234,0.7951860591758941,0.8033536585365854,0.9951117634773254,0.6592551816029918,52,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.5,0.7575682835480041,0.7543071161048689,0.7560975609756098,1.0528064966201782,0.6154763131863421,61,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.6,0.7720517644861568,0.7656642955951772,0.7728658536585366,1.0296821594238281,0.6150246814898067,55,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,66,0.7,0.7617775819359757,0.753359375,0.7652439024390244,1.0427000522613525,0.6003576186914099,52,0.8028712059127203,per-rate-test-oracle
H8+V64+Out700,67,0.0,0.872211429813009,0.8680518700002666,0.8734756097560976,0.7770031690597534,0.7863718299590584,56,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.1,0.8582657882614387,0.8547895319361634,0.8582317073170732,0.833209216594696,0.7623065430065846,60,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.2,0.8290955648282325,0.8246910045335243,0.8292682926829268,0.8811842799186707,0.7234846636346228,52,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.3,0.806929372811577,0.8012771195568549,0.8079268292682927,0.9442996382713318,0.6859061449593896,52,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.4,0.765578524687686,0.7560975609756098,0.7713414634146342,0.9935336709022522,0.6167221462514787,56,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.5,0.7640510047648349,0.7561320514035382,0.7667682926829268,1.0441879034042358,0.5919808923849482,73,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.6,0.7836300321839997,0.7760939313263704,0.7865853658536586,0.9873623251914978,0.6292998212962472,56,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,67,0.7,0.7576802186405242,0.7517369416973116,0.7576219512195121,1.0938459634780884,0.5690451092680435,68,0.7992507413489498,per-rate-test-oracle
H8+V64+Out700,68,0.0,0.8746649050245099,0.8712469362745099,0.875,0.8148016333580017,0.8017377739704306,47,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.1,0.8557222541226255,0.8528269181267076,0.8551829268292683,0.8435298800468445,0.7608475118170304,42,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.2,0.8389918338089071,0.8357210357210357,0.8384146341463414,0.9141336679458618,0.7228184374592177,42,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.3,0.8168881051731061,0.8121689334287759,0.8170731707317073,0.9073547720909119,0.7120768490037159,53,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.4,0.8070000372689863,0.8029363692057327,0.8064024390243902,0.9539723992347717,0.6773063177995182,42,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.5,0.7724039158802176,0.7651680066564112,0.774390243902439,1.0027588605880737,0.6522263649869093,34,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.6,0.7665833516443273,0.762987987987988,0.7652439024390244,1.024584412574768,0.6236268475258304,53,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,68,0.7,0.719895841055675,0.7133738601823707,0.7195121951219512,1.137155294418335,0.5140030083619423,53,0.8022352864241351,per-rate-test-oracle
H8+V64+Out700,69,0.0,0.8793535875728689,0.8761539472583671,0.8795731707317073,0.7523431777954102,0.7958589085950948,42,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.1,0.8492592525313034,0.8457119643073503,0.8490853658536586,0.8866310119628906,0.7524343279194802,36,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.2,0.8223689929040726,0.8172579080333899,0.823170731707317,0.9361615777015686,0.7020803800869623,38,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.3,0.8217723025286895,0.8174896263093441,0.8216463414634146,0.9510049819946289,0.6982728277186769,36,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.4,0.7962541870584915,0.7918131092564348,0.7957317073170732,0.9911894202232361,0.664235048520575,36,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.5,0.7830811300610065,0.7772740749242055,0.7835365853658537,1.0447163581848145,0.6344505296085409,36,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.6,0.7649805134548315,0.7576863742042023,0.7667682926829268,1.0342752933502197,0.6257856012642778,47,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,69,0.7,0.761238355826356,0.7559749321770859,0.760670731707317,1.0644543170928955,0.58561920243545,58,0.8044404398747276,per-rate-test-oracle
H8+V64+Out700,70,0.0,0.8698810413119792,0.8661696832090475,0.8704268292682927,0.8231130242347717,0.796999861976704,62,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.1,0.8529950286102671,0.8487651652690125,0.8536585365853658,0.9170824289321899,0.7415035486708977,48,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.2,0.8136330835735408,0.80864392352643,0.8140243902439024,0.8870618343353271,0.7078963110189499,93,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.3,0.806664115730226,0.8008097165991902,0.8079268292682927,0.9948363900184631,0.6611422813811512,47,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.4,0.8014123021685271,0.7960959840855402,0.801829268292683,0.9612860679626465,0.6670948538031796,93,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.5,0.7734922277925239,0.7660047899716338,0.7759146341463414,0.9963515996932983,0.628566430303817,93,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.6,0.7616961181902698,0.7571487520484798,0.760670731707317,1.0787150859832764,0.610794850468194,64,0.7973966526222087,per-rate-test-oracle
H8+V64+Out700,70,0.7,0.7660076618144532,0.761138695796094,0.7652439024390244,1.110616683959961,0.5930913859937421,64,0.7973966526222087,per-rate-test-oracle
