seed,content_mean,content_mean_abs,content_median_abs,content_p90_abs,content_positive_fraction,slot_mean,slot_mean_abs,slot_median_abs,slot_p90_abs,slot_positive_fraction,interaction_mean,interaction_mean_abs,interaction_median_abs,interaction_p90_abs,interaction_positive_fraction,interaction_factor_energy_fraction,additive_margin_mae,additive_sign_disagreement_fraction,n
66,0.03967026672092818,0.09387947851340105,0.07773273757525853,0.20229024376188007,0.5907170703480898,0.002338691726579829,0.028421153598110743,0.019727599940129688,0.07250939990792958,0.44044209999091166,-0.008584923089644977,0.02141309351768809,0.008111711059297835,0.07291745628629412,0.44715429610464125,0.022271387342614097,0.005353273379422023,0.0018455654450500955,1570
67,0.05370557119372149,0.15318259214820654,0.12953075340815953,0.3269744157791138,0.5996603321155201,0.0026779419892436697,0.048075269362063945,0.045474086488996236,0.08930413318531856,0.515461593667039,-0.01386174107010618,0.0461445225479709,0.020845022584710802,0.15521355015890936,0.42490435999267356,0.03132427270055702,0.011536130636992725,0.0014989132764756015,1517
68,0.022892967714667554,0.07889861776771859,0.05848719498940876,0.177055233504091,0.5917828116857863,0.0017893957468202038,0.0483381059657755,0.033321774431637356,0.12073359744889398,0.49788427156059917,-0.014039606710039208,0.04967355796954386,0.04135154187679291,0.10606125295162204,0.40879571353640637,0.06099224673895966,0.012418389492385965,0.003081076490700236,1563
69,0.05973026682078204,0.16341920873743634,0.1413787848183087,0.3414568441254753,0.5733291989711925,0.006853215743986311,0.06301288324277475,0.05848078855446407,0.11253517600042481,0.5116361353413476,-0.018285758701747274,0.050566167858785094,0.033059703186154366,0.13201230594090055,0.4125656132732098,0.025055285240597153,0.012641541964696273,0.0026119814375762463,1487
70,0.013396199259000475,0.07415439737454779,0.07388173895222801,0.13475957555430276,0.5689990963931965,0.013895245403985635,0.08441338193655938,0.05330135247537068,0.21340030772345409,0.48823823397948923,0.002354303687066476,0.04814589314680754,0.04125033638307026,0.10013658212763923,0.503557237234301,0.04213401686686164,0.012036473286701885,0.00530058036511777,1577
