method,mode,seed,rate,weighted_f1
U2,Oracle-Best,67,0.5,67.04647234608689
U2,Oracle-Best,67,0.6,64.38893228226124
U2,Oracle-Best,67,0.7,65.14289977246021
U2,Oracle-Best,68,0.0,87.74958571752225
U2,Oracle-Best,68,0.1,82.67261416650966
U2,Oracle-Best,68,0.2,79.1809710086619
U2,Oracle-Best,68,0.3,77.84351667272999
U2,Oracle-Best,68,0.4,75.44941152129854
U2,Oracle-Best,68,0.5,70.36460509284174
U2,Oracle-Best,68,0.6,70.01730445978285
U2,Oracle-Best,68,0.7,62.65998052899354
U2,Oracle-Best,69,0.0,87.20121463804566
U2,Oracle-Best,69,0.1,83.59881658662148
U2,Oracle-Best,69,0.2,76.6343024033531
U2,Oracle-Best,69,0.3,76.10484905681459
U2,Oracle-Best,69,0.4,71.53889664728871
U2,Oracle-Best,69,0.5,67.58881590782315
U2,Oracle-Best,69,0.6,65.15164440985104
U2,Oracle-Best,69,0.7,68.09955281030153
U2,Oracle-Best,70,0.0,87.466490502451
U2,Oracle-Best,70,0.1,83.23170731707317
U2,Oracle-Best,70,0.2,78.13632960435676
U2,Oracle-Best,70,0.3,74.43593438069611
U2,Oracle-Best,70,0.4,74.41100735308052
U2,Oracle-Best,70,0.5,70.89114576122019
U2,Oracle-Best,70,0.6,70.57204851562344
U2,Oracle-Best,70,0.7,65.9756328049011
U3,Oracle-Best,66,0.0,86.72044163908976
U3,Oracle-Best,66,0.1,84.91919482935064
U3,Oracle-Best,66,0.2,78.88333993080639
U3,Oracle-Best,66,0.3,76.24166870144786
U3,Oracle-Best,66,0.4,74.17793561086243
U3,Oracle-Best,66,0.5,71.44383467554199
U3,Oracle-Best,66,0.6,68.81907393292683
U3,Oracle-Best,66,0.7,65.43585273515073
U3,Oracle-Best,67,0.0,87.38661660891802
U3,Oracle-Best,67,0.1,81.33504513356284
U3,Oracle-Best,67,0.2,79.49359586428334
U3,Oracle-Best,67,0.3,75.5795664943711
U3,Oracle-Best,67,0.4,71.51070039533212
U3,Oracle-Best,67,0.5,67.04647234608689
U3,Oracle-Best,67,0.6,64.38893228226124
U3,Oracle-Best,67,0.7,65.14289977246021
U3,Oracle-Best,68,0.0,87.74958571752225
U3,Oracle-Best,68,0.1,82.67261416650966
U3,Oracle-Best,68,0.2,79.1809710086619
U3,Oracle-Best,68,0.3,77.84351667272999
U3,Oracle-Best,68,0.4,75.44941152129854
U3,Oracle-Best,68,0.5,70.36460509284174
U3,Oracle-Best,68,0.6,70.01730445978285
U3,Oracle-Best,68,0.7,62.65998052899354
U3,Oracle-Best,69,0.0,87.20121463804566
U3,Oracle-Best,69,0.1,83.59881658662148
U3,Oracle-Best,69,0.2,76.6343024033531
U3,Oracle-Best,69,0.3,76.10484905681459
U3,Oracle-Best,69,0.4,71.53889664728871
U3,Oracle-Best,69,0.5,67.58881590782315
U3,Oracle-Best,69,0.6,65.15164440985104
U3,Oracle-Best,69,0.7,68.09955281030153
U3,Oracle-Best,70,0.0,87.466490502451
U3,Oracle-Best,70,0.1,83.23170731707317
U3,Oracle-Best,70,0.2,78.13632960435676
U3,Oracle-Best,70,0.3,74.43593438069611
U3,Oracle-Best,70,0.4,74.41100735308052
U3,Oracle-Best,70,0.5,70.89114576122019
U3,Oracle-Best,70,0.6,70.57204851562344
U3,Oracle-Best,70,0.7,65.9756328049011
U1,Oracle-Soft,66,0.0,86.72044163908976
U1,Oracle-Soft,66,0.1,84.91919482935064
U1,Oracle-Soft,66,0.2,78.88333993080639
U1,Oracle-Soft,66,0.3,76.24166870144786
U1,Oracle-Soft,66,0.4,74.33374836497234
U1,Oracle-Soft,66,0.5,71.1400456827286
U1,Oracle-Soft,66,0.6,68.81907393292683
U1,Oracle-Soft,66,0.7,65.57828658348006
U1,Oracle-Soft,67,0.0,87.38661660891802
U1,Oracle-Soft,67,0.1,81.33504513356284
U1,Oracle-Soft,67,0.2,79.50621356862918
U1,Oracle-Soft,67,0.3,75.72870489331923
U1,Oracle-Soft,67,0.4,71.51070039533212
U1,Oracle-Soft,67,0.5,67.04647234608689
U1,Oracle-Soft,67,0.6,64.54176060668169
U1,Oracle-Soft,67,0.7,64.9895076364705
U1,Oracle-Soft,68,0.0,87.74958571752225
U1,Oracle-Soft,68,0.1,82.82157140576413
U1,Oracle-Soft,68,0.2,79.34382521272764
U1,Oracle-Soft,68,0.3,77.98993454088952
U1,Oracle-Soft,68,0.4,74.99786251195188
U1,Oracle-Soft,68,0.5,70.50895667473714
U1,Oracle-Soft,68,0.6,69.84919683693906
U1,Oracle-Soft,68,0.7,63.13052029608309
U1,Oracle-Soft,69,0.0,87.20121463804566
U1,Oracle-Soft,69,0.1,83.59881658662148
U1,Oracle-Soft,69,0.2,76.78051533047393
U1,Oracle-Soft,69,0.3,76.10484905681459
U1,Oracle-Soft,69,0.4,71.39259323554089
U1,Oracle-Soft,69,0.5,67.56456388425667
U1,Oracle-Soft,69,0.6,64.69502315373342
U1,Oracle-Soft,69,0.7,68.09955281030153
U1,Oracle-Soft,70,0.0,87.466490502451
U1,Oracle-Soft,70,0.1,83.38006885079251
U1,Oracle-Soft,70,0.2,78.44211520429583
U1,Oracle-Soft,70,0.3,74.27846809300424
U1,Oracle-Soft,70,0.4,74.74004558901984
U1,Oracle-Soft,70,0.5,71.03658536585365
U1,Oracle-Soft,70,0.6,70.87700138074649
U1,Oracle-Soft,70,0.7,65.67184381208772
U2,Oracle-Soft,66,0.0,86.72044163908976
U2,Oracle-Soft,66,0.1,84.91919482935064
U2,Oracle-Soft,66,0.2,78.88333993080639
U2,Oracle-Soft,66,0.3,76.24166870144786
U2,Oracle-Soft,66,0.4,74.33374836497234
U2,Oracle-Soft,66,0.5,71.1400456827286
U2,Oracle-Soft,66,0.6,68.81907393292683
U2,Oracle-Soft,66,0.7,65.57828658348006
U2,Oracle-Soft,67,0.0,87.38661660891802
U2,Oracle-Soft,67,0.1,81.33504513356284
U2,Oracle-Soft,67,0.2,79.50621356862918
U2,Oracle-Soft,67,0.3,75.72870489331923
U2,Oracle-Soft,67,0.4,71.51070039533212
U2,Oracle-Soft,67,0.5,67.04647234608689
U2,Oracle-Soft,67,0.6,64.54176060668169
U2,Oracle-Soft,67,0.7,64.9895076364705
U2,Oracle-Soft,68,0.0,87.74958571752225
U2,Oracle-Soft,68,0.1,82.82157140576413
U2,Oracle-Soft,68,0.2,79.34382521272764
U2,Oracle-Soft,68,0.3,77.98993454088952
U2,Oracle-Soft,68,0.4,74.99786251195188
U2,Oracle-Soft,68,0.5,70.50895667473714
U2,Oracle-Soft,68,0.6,69.84919683693906
U2,Oracle-Soft,68,0.7,63.13052029608309
U2,Oracle-Soft,69,0.0,87.20121463804566
U2,Oracle-Soft,69,0.1,83.59881658662148
U2,Oracle-Soft,69,0.2,76.78051533047393
U2,Oracle-Soft,69,0.3,76.10484905681459
U2,Oracle-Soft,69,0.4,71.39259323554089
U2,Oracle-Soft,69,0.5,67.56456388425667
U2,Oracle-Soft,69,0.6,64.69502315373342
U2,Oracle-Soft,69,0.7,68.09955281030153
U2,Oracle-Soft,70,0.0,87.466490502451
U2,Oracle-Soft,70,0.1,83.38006885079251
U2,Oracle-Soft,70,0.2,78.44211520429583
U2,Oracle-Soft,70,0.3,74.27846809300424
U2,Oracle-Soft,70,0.4,74.74004558901984
U2,Oracle-Soft,70,0.5,71.03658536585365
U2,Oracle-Soft,70,0.6,70.87700138074649
U2,Oracle-Soft,70,0.7,65.67184381208772
U3,Oracle-Soft,66,0.0,86.72044163908976
U3,Oracle-Soft,66,0.1,84.91919482935064
U3,Oracle-Soft,66,0.2,78.88333993080639
U3,Oracle-Soft,66,0.3,76.24166870144786
U3,Oracle-Soft,66,0.4,74.33374836497234
U3,Oracle-Soft,66,0.5,71.1400456827286
U3,Oracle-Soft,66,0.6,68.81907393292683
U3,Oracle-Soft,66,0.7,65.57828658348006
U3,Oracle-Soft,67,0.0,87.38661660891802
U3,Oracle-Soft,67,0.1,81.33504513356284
U3,Oracle-Soft,67,0.2,79.50621356862918
U3,Oracle-Soft,67,0.3,75.72870489331923
U3,Oracle-Soft,67,0.4,71.51070039533212
U3,Oracle-Soft,67,0.5,67.04647234608689
U3,Oracle-Soft,67,0.6,64.54176060668169
U3,Oracle-Soft,67,0.7,64.9895076364705
U3,Oracle-Soft,68,0.0,87.74958571752225
U3,Oracle-Soft,68,0.1,82.82157140576413
U3,Oracle-Soft,68,0.2,79.34382521272764
U3,Oracle-Soft,68,0.3,77.98993454088952
U3,Oracle-Soft,68,0.4,74.99786251195188
U3,Oracle-Soft,68,0.5,70.50895667473714
U3,Oracle-Soft,68,0.6,69.84919683693906
U3,Oracle-Soft,68,0.7,63.13052029608309
U3,Oracle-Soft,69,0.0,87.20121463804566
U3,Oracle-Soft,69,0.1,83.59881658662148
U3,Oracle-Soft,69,0.2,76.78051533047393
U3,Oracle-Soft,69,0.3,76.10484905681459
U3,Oracle-Soft,69,0.4,71.39259323554089
U3,Oracle-Soft,69,0.5,67.56456388425667
U3,Oracle-Soft,69,0.6,64.69502315373342
U3,Oracle-Soft,69,0.7,68.09955281030153
U3,Oracle-Soft,70,0.0,87.466490502451
U3,Oracle-Soft,70,0.1,83.38006885079251
U3,Oracle-Soft,70,0.2,78.44211520429583
U3,Oracle-Soft,70,0.3,74.27846809300424
U3,Oracle-Soft,70,0.4,74.74004558901984
U3,Oracle-Soft,70,0.5,71.03658536585365
U3,Oracle-Soft,70,0.6,70.87700138074649
U3,Oracle-Soft,70,0.7,65.67184381208772
