dataset,seed,rate,sample_id,modality,anchor_time,start_time,end_time,gap_length,distance_bucket,boundary,cumulative_write,cumulative_decay,error_start,error_end,error_change,write_per_step,decay_per_step,overlap_mean,overlap_max,overlap_sum,overlap_steps,closure_error,continuity_error,head_count
IEMOCAPFour,66,0.1,seed66:Ses05M_impro02,audio,1,2,2,1,1,observed_or_end_unresolved,0.12146153836511075,0.01984231686219573,0.002088798486511223,0.14339265367016196,0.14130385518365074,0.12146153836511075,0.01984231686219573,0.16102571599185467,0.30334094166755676,0.16102571599185467,1,6.05359673500061e-09,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_impro04,text,1,2,2,1,1,observed_or_end_unresolved,0.6590013615787029,0.01783794444054365,0.004106444743229076,0.6809457540512085,0.6768393093079794,0.6590013615787029,0.01783794444054365,0.4425844270735979,0.5779174566268921,0.4425844270735979,1,4.1211023926734924e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script02_2,audio,1,2,4,3,2-3,observed_or_end_unresolved,0.6865870542824268,0.014126818627119064,0.002768842183286324,0.7034827135503292,0.7007138713670429,0.2288623514274756,0.004708939542373021,0.27325552112112445,0.438010036945343,0.8197665633633733,3,1.816079020500183e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05F_script03_1,audio,1,2,2,1,1,observed_or_end_unresolved,0.16718185506761074,0.01978215924464166,0.00222902164387051,0.18919303268194199,0.18696401103807148,0.16718185506761074,0.01978215924464166,0.2054803054779768,0.3225336968898773,0.2054803054779768,1,1.3271346688270569e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_impro08,audio,1,2,2,1,1,observed_or_end_unresolved,0.17207663925364614,0.019200332229956985,0.0011886672436958179,0.19246563641354442,0.1912769691698486,0.17207663925364614,0.019200332229956985,0.16004597209393978,0.2961239814758301,0.16004597209393978,1,1.1059455573558807e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script01_2,visual,1,2,2,1,1,observed_or_end_unresolved,0.43601598031818867,0.018459528917446733,0.0025263946736231446,0.457001905888319,0.45447551121469587,0.43601598031818867,0.018459528917446733,0.29291349090635777,0.42725494503974915,0.29291349090635777,1,1.1641532182693481e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_impro04,visual,2,3,3,1,1,observed_or_end_unresolved,0.5401884680613875,0.01901519321836531,0.0022380840819096193,0.5614417567849159,0.5592036727030063,0.5401884680613875,0.01901519321836531,0.33994337171316147,0.5032934546470642,0.33994337171316147,1,4.6798959374427795e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script03_2,visual,2,3,4,2,2-3,observed_or_end_unresolved,0.47193466033786535,0.012133431620895863,0.001751455885823816,0.4858195520937443,0.48406809620792046,0.23596733016893268,0.006066715810447931,0.30897675920277834,0.5262727737426758,0.6179535184055567,2,1.6065314412117004e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script01_1b,audio,2,3,4,2,2-3,observed_or_end_unresolved,0.13928769621998072,0.02785964193753898,0.0005508088834176306,0.16769814724102616,0.16714733835760853,0.06964384810999036,0.01392982096876949,0.13216501096030697,0.42493489384651184,0.26433002192061394,2,7.916241884231567e-09,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script01_1b,visual,2,3,3,1,1,observed_or_end_unresolved,0.20553488354198635,0.01905454625375569,0.000818111850094283,0.2254075431264937,0.2245894312763994,0.20553488354198635,0.01905454625375569,0.2271849662065506,0.5811243653297424,0.2271849662065506,1,1.1175870895385742e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05M_script02_2,text,2,3,3,1,1,observed_or_end_unresolved,0.22006245073862374,0.01945219119079411,0.0025256597728002816,0.2420402984134853,0.239514638640685,0.22006245073862374,0.01945219119079411,0.2744154315441847,0.7836215496063232,0.2744154315441847,1,2.2118911147117615e-08,0.0,8
IEMOCAPFour,66,0.1,seed66:Ses05F_impro03,audio,2,3,3,1,1,observed_or_end_unresolved,0.3553935792297125,0.019048485439270735,0.001652061051572673,0.37609413266181946,0.3744420716102468,0.3553935792297125,0.019048485439270735,0.3876157607883215,0.6356772184371948,0.3876157607883215,1,3.608874976634979e-08,0.0,8
