dataset,seed,rate,modality,head_records,conversations,mean_decay_damage,mean_write_damage,mean_paired_difference,median_paired_difference,fraction_paired_positive,conversation_mean_paired,positive_conversation_count
CMUMOSI,66,0.3,audio,1224,30,0.0176334221454739,0.0976728522599206,0.08003943011444671,0.02122774627059698,0.6429738562091504,0.08259685398578993,30
CMUMOSI,66,0.3,visual,1480,31,0.017225887047479283,0.16058662392488504,0.14336073687740578,0.022962753660976887,0.6195945945945946,0.14651250873768454,31
CMUMOSI,66,0.5,audio,2552,31,0.015134684877254093,0.07005651311059906,0.05492182823334497,0.008727307431399822,0.5532915360501567,0.05378184484003113,30
CMUMOSI,66,0.5,text,2352,31,0.017196248845770624,0.05346446910035182,0.03626822025458119,-0.0006833681836724281,0.4953231292517007,0.037058237122038255,30
CMUMOSI,66,0.5,visual,2224,31,0.013677012227247837,0.12014976170470121,0.10647274947745337,0.009993704035878181,0.5553057553956835,0.12333246842611706,31
CMUMOSI,66,0.7,audio,2896,31,0.013611560490610108,0.057768354760945995,0.044156794270335885,0.004012196324765682,0.5352209944751382,0.04594049998095668,31
CMUMOSI,66,0.7,text,2648,31,0.015954805532079248,0.050620070810561996,0.034665265278482744,-0.0037316633388400078,0.4573262839879154,0.03701525389871497,30
CMUMOSI,66,0.7,visual,3072,31,0.01148316645352073,0.0883032648422765,0.07682009838875577,0.002244655042886734,0.5240885416666666,0.08198410218613954,31
CMUMOSI,67,0.1,text,552,27,0.019748311304230836,0.03489220451793053,0.015143893213699694,-0.0035110143944621086,0.45471014492753625,0.01671062847585015,23
CMUMOSI,67,0.1,visual,512,26,0.019181075294909533,0.14710336163261672,0.1279222863377072,0.04296950902789831,0.767578125,0.12292121673250594,25
CMUMOSI,67,0.1,audio,560,27,0.018966660774978144,0.12750658867215472,0.10853992789717658,0.04354955814778805,0.7535714285714286,0.1085917421830042,27
CMUMOSI,67,0.3,audio,1504,31,0.016482806366997116,0.08570888625121022,0.0692260798842131,0.020375478081405163,0.6648936170212766,0.06666874239345821,31
CMUMOSI,67,0.3,visual,1576,31,0.016184649304935926,0.12283076774588961,0.10664611844095369,0.02524942997843027,0.6865482233502538,0.11635449067906603,31
CMUMOSI,67,0.3,text,1560,31,0.01914220119659335,0.03664396234059659,0.017501761144003234,-0.005057436414062977,0.42243589743589743,0.01810088027424226,28
