run,dataset,seed,rate,modality,head,distance_bucket,n,overlap_mean,damage_mean,damage_median,damage_positive_fraction,pearson,spearman
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,2,4-7,40,0.3674472369253635,0.005409395322203636,0.0012282058596611023,0.525,0.1844227225893306,0.09624765478424015
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,2,8+,5,0.31104684472084043,-0.0006572693586349487,0.003301292657852173,0.6,-0.4004687232263763,-0.1
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,3,1,158,0.22442968003451824,0.0831479133118557,0.05794951133430004,0.9746835443037974,0.5148390748477449,0.6620537636207917
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,3,2-3,128,0.23480392726196442,0.02431376132881269,0.008658409118652344,0.734375,0.3169631643004776,0.3693119392052738
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,3,4-7,40,0.22198744518682362,0.015582319349050522,0.005406968295574188,0.725,0.23213669538857298,0.572983114446529
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,3,8+,5,0.30004091262817384,0.005865514278411865,0.0012684613466262817,0.6,0.3312033541141923,0.5
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,4,1,158,0.3027933521455602,0.113229613975162,0.07378709688782692,1,0.5847056390095056,0.5807800608191263
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,4,2-3,128,0.2991500294301659,0.033143676118925214,0.009966820478439331,0.7734375,0.29551101036320876,0.19758858267716536
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,4,4-7,40,0.3260833524167538,0.008364848047494888,0.002453438937664032,0.6,0.12118528749893169,0.015572232645403377
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,4,8+,5,0.21578627824783325,0.001968756318092346,0.0032037049531936646,0.8,-0.4651673321350817,-0.1
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,5,1,158,0.05773598791536274,0.010415302554169033,0.0009175995364785194,0.7088607594936709,0.6146062436691118,0.5770530258199857
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,5,2-3,128,0.05802597675938159,0.002943012601463124,7.590092718601227e-05,0.53125,0.38202228837195584,0.4712621314777513
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,5,4-7,40,0.054359625978395346,0.0001055428758263588,-0.00023509934544563293,0.425,0.38598660381374816,-0.03564727954971857
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,5,8+,5,0.0605890329927206,0.0010395675897598266,0.0006483942270278931,0.6,0.7831073408733951,0.9
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,6,1,158,0.37242774309331106,0.1655511316265675,0.1264880746603012,0.9430379746835443,0.5960747497021565,0.6208190653813214
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,6,2-3,128,0.355105324590113,0.03927151349489577,0.0023087281733751297,0.5625,0.3180505262443599,0.3057933528657755
mosi_seed66_rate0.7,CMUMOSI,66,0.7,text,6,4-7,40,0.37138922661542895,0.012351119518280029,0.00034043192863464355,0.525,0.329926658607025,0.4348968105065666
